experiment,parameter,left_case,right_case,comparison,metric,n_pairs,mean_paired_difference,std_paired_difference,bootstrap_ci95_low,bootstrap_ci95_high,cohen_dz,hedges_gz
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,disp_z_rms_m,10,-1.0056779999997878e-05,7.166948097642853e-05,-4.8972808499996164e-05,3.348585300000145e-05,-0.14032165243816214,-0.12823643493807751
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,disp_3d_rms_m,10,-0.00011643749999999953,0.00011678416495326234,-0.00018028069749999112,-4.5600562500006186e-05,-0.9970315756986271,-0.9111621233553405
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,disp_x_pct_hs,10,-0.0043511300000002254,0.012976806789897556,-0.01153961174999978,0.0037497674999996586,-0.3353005150225077,-0.3064227218841812
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,disp_y_pct_hs,10,-0.006898120000000141,0.0019499888648112438,-0.008034461499999784,-0.005764370000000163,-3.5375176363726926,-3.232848547154339
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,disp_z_pct_hs,10,-0.0006703849999999178,0.0047779620176814155,-0.003261153699999799,0.002293836875000138,-0.14030772901062807,-0.12822371066724644
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,disp_3d_pct_refmax,10,-0.00877038999999975,0.008991918177322674,-0.013717692749999415,-0.0033391289999996866,-0.9753636351049534,-0.8913603364899295
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,disp_z_ref_rms_m,10,0.0,0.0,0.0,0.0,nan,nan
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,disp_z_pct_refrms,10,-0.0027076599999997343,0.01903631426541266,-0.01349187874999867,0.009425932249999448,-0.14223656755443037,-0.12998642778274908
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,roll_rms_deg,10,9.616040000001991e-05,0.0012281427758729826,-0.0006395927174999845,0.000780938100000019,0.07829741125307489,0.07155403823654077
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,pitch_rms_deg,10,0.0023887335000000094,0.009362164750547032,-0.0033312702399999894,0.007703269915000002,0.25514756080963386,0.23317294952603776
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,yaw_rms_deg,10,0.006927187600000079,0.020091823608001023,-0.005449737759999943,0.018178258687500073,0.3447764491243848,0.31508254013616754
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,dir_axis_error_deg,10,-0.0018249518000000215,0.005155414338554544,-0.004887428652499993,0.0011246093649999352,-0.35398741597783867,-0.32350021147267244
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,dir_axis_abs_error_deg,10,-0.0002655036000000138,0.005495495550667612,-0.003631630357499943,0.002825926599999931,-0.04831294967889829,-0.044151991659982195
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,dir_axis_rmse_deg,10,-0.00016661000000031123,0.0026713157084727593,-0.0016980760000002526,0.001379006749999897,-0.06237001469795019,-0.05699839043318911
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,dir_axis_circ_std_deg,10,2.8039999999585065e-05,0.0022699847151713176,-0.0013021422500004843,0.0013372399999995066,0.012352506081728776,0.011288645158806726
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,dir_sense_forward_pct,10,0.028723130000000197,0.07104174760411651,-0.0062767300000018626,0.07694685425000072,0.40431339274001526,0.36949185804056106
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,dir_sense_reverse_pct,10,-0.02072221709999999,0.06969118832337658,-0.0662777743025,0.007277781402500019,-0.29734343176709926,-0.27173469653138393
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,dir_sense_uncertain_pct,10,-0.008000015999999954,0.03578840468553723,-0.03155699612500003,0.009333324624999957,-0.22353653565432358,-0.20428442733277694
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,dir_sense_dominant_pct,10,0.028723130000000197,0.07104174760411651,-0.006666598750002315,0.07366716825000151,0.40431339274001526,0.36949185804056106
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,dir_travel_error_deg,10,-0.005185842650000001,0.01021412865899282,-0.011812648160000043,4.718595000003216e-05,-0.5077126814370243,-0.4639858718099671
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,dir_travel_abs_error_deg,10,0.0016947924500000336,0.011446310632115608,-0.004178830412500001,0.009196913186250062,0.14806451654779068,0.13531244403842874
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,dir_travel_rmse_deg,10,-0.13722116,0.5008658453061108,-0.4673279109999998,0.06922150399999952,-0.27396789237272806,-0.25037237799676043
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,dir_travel_correct_pct,10,0.028723130000000197,0.07104174760411651,-0.006387369000001364,0.07461380325000187,0.40431339274001526,0.36949185804056106
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,dir_travel_wrong_pct,10,-0.02072221709999999,0.06969118832337658,-0.06666663471499998,0.007722222605000007,-0.29734343176709926,-0.27173469653138393
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,dir_travel_unresolved_pct,10,-0.008000015999999954,0.03578840468553723,-0.0322777770499999,0.009611083024999955,-0.22353653565432358,-0.20428442733277694
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,accel_bias_3d_rms_mps2,10,0.00024704548000000214,0.0010078181641618733,-0.0003554741007499963,0.0008249273589999997,0.24512902107241868,0.22401725760777086
sensitivity,tau,x0.75,x1,tau_x0.75_minus_x1,gyro_bias_3d_rms_radps,10,-4.490870000000541e-08,3.7197408993132625e-07,-2.5642840000001397e-07,1.831072550000001e-07,-0.12073072080987265,-0.11033277441615919
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,disp_x_rms_m,10,-5.373400000005524e-06,0.00020368821729528823,-0.00013084936750000256,0.00010782349999999288,-0.02638051464810882,-0.024108489969472284
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,disp_y_rms_m,10,9.537199999999635e-05,2.94509783387722e-05,7.821977999999793e-05,0.00011270643749999275,3.2383304521479737,2.959428891545256
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,disp_z_rms_m,10,2.247841000000139e-05,6.688122159449641e-05,-1.8964700000000113e-05,5.95582509999995e-05,0.33609448906733363,0.3071483148284826
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,disp_3d_rms_m,10,7.005629999999319e-05,0.00012216502516228223,-4.21534000000806e-06,0.00013750636749999877,0.5734562728320272,0.5240672892821291
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,disp_x_pct_hs,10,-0.0003580199999998257,0.01357916369727276,-0.008711331499999867,0.006905756750000074,-0.02636539392125676,-0.02409467151685653
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,disp_y_pct_hs,10,0.006358429999999693,0.0019635433600455722,0.005216020999999582,0.007507392749999782,3.2382427245467698,2.959348719493198
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,disp_z_pct_hs,10,0.0014986039999999256,0.004458679051395878,-0.0012830881499998603,0.003960743999999655,0.3361094132870492,0.30716195369816024
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,disp_3d_pct_refmax,10,0.0052366100000003964,0.009461947705114522,-0.0005321944999991412,0.01040272749999998,0.5534389074217585,0.5057739216338478
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,disp_z_ref_rms_m,10,0.0,0.0,0.0,0.0,nan,nan
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,disp_z_pct_refrms,10,0.006007019999999486,0.01776221039033897,-0.004940197750000816,0.01603278699999908,0.33819101722084993,0.30906427926791735
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,roll_rms_deg,10,-0.00010854619999998704,0.0013227438828263755,-0.0008415248624999702,0.0007076321000000052,-0.08206138876110373,-0.07499384277440023
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,pitch_rms_deg,10,-0.002201223499999988,0.009667743544444362,-0.0077544367024999835,0.0036209867200000237,-0.22768741122274977,-0.20807780829371675
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,yaw_rms_deg,10,-0.00689143069999999,0.021079747773382885,-0.01830325620000005,0.00603415726250003,-0.3269218765843919,-0.29876569458817925
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,dir_axis_error_deg,10,0.0014877321999999776,0.004982425547863751,-0.0015579980825000184,0.004380836249999988,0.2985959721240296,0.27287936171453947
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,dir_axis_abs_error_deg,10,0.00046844519999998115,0.005200001506358609,-0.002464294005000014,0.0035202016249999946,0.09008558928822658,0.08232695816284635
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,dir_axis_rmse_deg,10,0.0010309300000001186,0.00279018022637697,-0.000581951000000016,0.002681290250000012,0.36948509284605396,0.33766314924364865
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,dir_axis_circ_std_deg,10,0.00080290999999999,0.0024168749769762415,-0.000580974750000034,0.002251753750000061,0.3322099850628239,0.30359836415169356
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,dir_sense_forward_pct,10,0.012112419999999702,0.03653345642384328,-0.009998329999997713,0.0331115987499992,0.3315432260084382,0.3029890297930151
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,dir_sense_reverse_pct,10,0.0010555554999999884,0.01882606025727301,-0.009444452509999979,0.0129444353125,0.056068847415496774,0.05123991186477023
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,dir_sense_uncertain_pct,10,-0.013166642000000062,0.03659838472755222,-0.035222197525,0.007333373999999849,-0.3597601942822321,-0.3287758086209424
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,dir_sense_dominant_pct,10,0.012112419999999702,0.03653345642384328,-0.010054780250001514,0.03244540174999733,0.3315432260084382,0.3029890297930151
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,dir_travel_error_deg,10,0.0007092182600000254,0.009429786810044725,-0.004987499722499974,0.0062338406170000145,0.0752104235532194,0.0687329176863704
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,dir_travel_abs_error_deg,10,6.95357400000117e-05,0.009459090082841787,-0.005374442504999962,0.005696548769999958,0.007351208138523312,0.006718084542137521
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,dir_travel_rmse_deg,10,0.014846200000000209,0.15097528762252568,-0.07036893324999918,0.10681893000000038,0.09833529866900641,0.08986616043052652
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,dir_travel_correct_pct,10,0.012112419999999702,0.03653345642384328,-0.010330970249996874,0.032667550000000746,0.3315432260084382,0.3029890297930151
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,dir_travel_wrong_pct,10,0.0010555554999999884,0.01882606025727301,-0.009333349230000022,0.012777785829999997,0.056068847415496774,0.05123991186477023
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,dir_travel_unresolved_pct,10,-0.013166642000000062,0.03659838472755222,-0.035499980550000164,0.007501418799999904,-0.3597601942822321,-0.3287758086209424
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,accel_bias_3d_rms_mps2,10,-0.00021704910000000104,0.0010617097537472817,-0.0008236467505000017,0.00041750455950000093,-0.20443355562471846,-0.18682669352530626
sensitivity,tau,x1.25,x1,tau_x1.25_minus_x1,gyro_bias_3d_rms_radps,10,2.958569999999465e-08,3.639820539394835e-07,-1.9019563250000374e-07,2.330947674999906e-07,0.08128340306831072,0.07428286118358286
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,disp_x_rms_m,10,-2.9671100000000506e-05,0.00041613147240143273,-0.0002848662024999985,0.0001982676849999978,-0.07130222530099203,-0.06516131343151227
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,disp_y_rms_m,10,0.00018908689999999894,5.863953994523489e-05,0.00015444752500000172,0.00022423319999999967,3.2245631561330885,2.9468473053893764
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,disp_z_rms_m,10,5.37090000000004e-05,0.0001313796634125933,-2.7607800500000882e-05,0.00012838796299999958,0.4088075627909712,0.37359896720957575
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,disp_3d_rms_m,10,0.00012959250000001976,0.00024901590817110993,-2.2627047499982895e-05,0.0002661093175000287,0.5204185586045811,0.47559745393159747
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,disp_x_pct_hs,10,-0.0019780000000000795,0.02774199129478644,-0.019155996000000508,0.013358679749999712,-0.07129985655974903,-0.06515914869836513
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,disp_y_pct_hs,10,0.012606049999999768,0.003909355279966258,0.010270965749999892,0.014878074749999607,3.2245854104384626,2.9468676430402923
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,disp_z_pct_hs,10,0.0035805690000001,0.008758577771257266,-0.0016301169999997534,0.008560630700000047,0.40880712525615,0.37359856735748836
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,disp_3d_pct_refmax,10,0.009668339999999987,0.01929264370906385,-0.0021156175000000663,0.02010403224999935,0.5011412715540752,0.4579804253142624
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,disp_z_ref_rms_m,10,0.0,0.0,0.0,0.0,nan,nan
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,disp_z_pct_refrms,10,0.014343659999999403,0.03489172701722981,-0.006207707250001269,0.03375140174999946,0.41109057149611394,0.3756853515429495
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,roll_rms_deg,10,-0.000220719399999994,0.0027206691665227776,-0.0017438936524999838,0.0014410577599999986,-0.08112687963531054,-0.07413981834818682
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,pitch_rms_deg,10,-0.004104706499999994,0.019529463422012016,-0.015174491035000001,0.007791247534999995,-0.21018019856979298,-0.19207840622490666
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,yaw_rms_deg,10,-0.013632125899999853,0.04289076595485142,-0.03710611806499981,0.012691946062500186,-0.31783358484083934,-0.290460132954461
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,dir_axis_error_deg,10,0.002571105700000004,0.010120746786815958,-0.0032089243999999795,0.008610649039999994,0.2540430814205646,0.23216359354386495
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,dir_axis_abs_error_deg,10,0.000599669900000005,0.0104582526956874,-0.005203705845000007,0.007061805147500018,0.057339396689782315,0.05240103494532503
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,dir_axis_rmse_deg,10,0.0011807499999999748,0.005442202466577358,-0.0017183612500000355,0.004626208249999872,0.21696179207800723,0.19827593425840703
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,dir_axis_circ_std_deg,10,0.0007950699999996758,0.005075220102079829,-0.00202070525000011,0.003850756999999265,0.1566572452047657,0.14316512301002457
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,dir_sense_forward_pct,10,-0.004444119999998009,0.05737005074786753,-0.04166568799999872,0.026833378750004754,-0.07746411136237663,-0.07079250638909815
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,dir_sense_reverse_pct,10,0.003277784300000014,0.017959043720888124,-0.006999998899999971,0.013556956255,0.18251441173271551,0.1667953382728167
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,dir_sense_uncertain_pct,10,0.0011666540000000892,0.05166001136271226,-0.02772221757499993,0.033056933775000095,0.022583309008758167,0.020638319076696637
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,dir_sense_dominant_pct,10,-0.004444119999998009,0.05737005074786753,-0.041111018749997896,0.026391473000001806,-0.07746411136237663,-0.07079250638909815
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,dir_travel_error_deg,10,0.001245910570000014,0.010585921705289705,-0.005499400220749968,0.006931431273249986,0.11769504863968926,0.10755854984011518
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,dir_travel_abs_error_deg,10,0.000869893230000024,0.010627592150849035,-0.005071023592499962,0.00735888139750001,0.081852334720102,0.07480279353530098
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,dir_travel_rmse_deg,10,0.040590080000000126,0.1361010466385734,-0.03664386974999993,0.12259267575000021,0.29823488505411827,0.27254937330759654
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,dir_travel_correct_pct,10,-0.004444119999998009,0.05737005074786753,-0.040779109999995455,0.026390080000003025,-0.07746411136237663,-0.07079250638909815
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,dir_travel_wrong_pct,10,0.003277784300000014,0.017959043720888124,-0.007277757757499979,0.01394444710249999,0.18251441173271551,0.1667953382728167
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,dir_travel_unresolved_pct,10,0.0011666540000000892,0.05166001136271226,-0.02783477762500002,0.032777787025000185,0.022583309008758167,0.020638319076696637
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,accel_bias_3d_rms_mps2,10,-0.0003992383300000013,0.0021633361808802505,-0.0016610104857500048,0.0008871578829999998,-0.18454752133695337,-0.16865334609239196
sensitivity,tau,x1.5,x1,tau_x1.5_minus_x1,gyro_bias_3d_rms_radps,10,7.70929999999978e-08,7.470237595763242e-07,-3.6992285250000126e-07,5.015186349999919e-07,0.10320019813522562,0.09431206990379924
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,disp_x_rms_m,10,0.0008018286999999985,0.0024813454417133376,-0.0007663020675000003,0.0021486133099999963,0.32314271383606546,0.29531201264048595
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,disp_y_rms_m,10,0.0014852582999999946,0.00037178991322730587,0.001288158464999997,0.0017203197074999968,3.9948859481078327,3.6508259635506324
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,disp_z_rms_m,10,0.0009141572000000029,0.0007770178916646516,0.0004451974595000035,0.0013509557057500077,1.1764944022608663,1.0751686945606924
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,disp_3d_rms_m,10,0.0018201767000000034,0.0015431400435669512,0.0008656250200000077,0.0026697834600000023,1.1795278773225826,1.0779409112544738
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,disp_x_pct_hs,10,0.0534556300000002,0.16542312354524258,-0.048998268999999865,0.14217284400000005,0.32314484731259646,0.29531396237111984
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,disp_y_pct_hs,10,0.09901731999999974,0.024785868177151085,0.0853676632499997,0.11457034549999982,3.9949102969602297,3.650848215355482
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,disp_z_pct_hs,10,0.06094384100000001,0.051801230328021405,0.030039628400000188,0.09036117837499984,1.1764940835205027,1.0751684032718771
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,disp_3d_pct_refmax,10,0.13706588000000047,0.11754080103523122,0.06541433525000095,0.20210654299999908,1.166113203183947,1.0656815773775958
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,disp_z_ref_rms_m,10,0.0,0.0,0.0,0.0,nan,nan
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,disp_z_pct_refrms,10,0.24410284999999982,0.20632762940663757,0.1185704937499997,0.36025914649999957,1.1830836747458264,1.081190465239877
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,roll_rms_deg,10,-0.0012527313999999927,0.020015032588448962,-0.012191403587499984,0.010752751645000008,-0.06258952587081805,-0.057198996182540984
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,pitch_rms_deg,10,0.0113211705,0.11265448742733736,-0.0524466551625,0.07800436685249999,0.10049462527892823,0.09183951480251361
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,yaw_rms_deg,10,-0.059977633899999924,0.2884052480678724,-0.22593212643,0.11510645064000002,-0.20796304610200775,-0.19005220625332186
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,dir_axis_error_deg,10,-0.053390503800000044,0.07522404008508346,-0.09699909290250006,-0.007104226737500026,-0.7097532084106595,-0.6486256365357081
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,dir_axis_abs_error_deg,10,-0.01735839940000002,0.09214736055988386,-0.06847026895500002,0.03813258899999999,-0.18837652315303494,-0.17215257471273698
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,dir_axis_rmse_deg,10,-0.004096690000000081,0.03130458326934969,-0.021208844499999546,0.015224149999999704,-0.13086550185803458,-0.11959469634988938
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,dir_axis_circ_std_deg,10,-0.0030433600000002057,0.026413371602917398,-0.017488849500000278,0.013566647500000181,-0.11522042871891681,-0.10529705682779157
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,dir_sense_forward_pct,10,-0.014444749999998407,0.1790927731785213,-0.12699967999999445,0.08177643900000131,-0.0806551249591727,-0.07370869359457871
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,dir_sense_reverse_pct,10,-0.0356666687,0.09561215038943276,-0.0903333144125,0.02083470862499998,-0.37303489728792827,-0.34090722639385124
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,dir_sense_uncertain_pct,10,0.05011111399999999,0.15520261868038232,-0.03244442027499999,0.14777777572500006,0.32287544131711265,0.29506775899614884
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,dir_sense_dominant_pct,10,-0.014444749999998407,0.1790927731785213,-0.1283346822499962,0.08094402074999976,-0.0806551249591727,-0.07370869359457871
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,dir_travel_error_deg,10,-0.056395990689999974,0.05294388336269804,-0.08904619566799998,-0.027607903010000007,-1.0652031378894684,-0.9734624023758249
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,dir_travel_abs_error_deg,10,-0.013187877109999992,0.07838180748538798,-0.055569536607749985,0.036189276350249884,-0.16825176062007108,-0.15376105953057384
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,dir_travel_rmse_deg,10,-0.25904217999999946,0.7127107794057446,-0.6606548300000004,0.1778755882500006,-0.36346044915440706,-0.3321573786418561
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,dir_travel_correct_pct,10,-0.014444749999998407,0.1790927731785213,-0.12916996899999914,0.08161852475000118,-0.0806551249591727,-0.07370869359457871
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,dir_travel_wrong_pct,10,-0.0356666687,0.09561215038943276,-0.09022221519999998,0.02322220283000001,-0.37303489728792827,-0.34090722639385124
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,dir_travel_unresolved_pct,10,0.05011111399999999,0.15520261868038232,-0.031222179000000017,0.14805696622499998,0.32287544131711265,0.29506775899614884
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,accel_bias_3d_rms_mps2,10,0.0005975889599999986,0.0138987918876613,-0.007499425264000002,0.008841752547499998,0.04299574846721104,0.03929273497801228
sensitivity,sigma_aw,x0.5,x1,sigma_aw_x0.5_minus_x1,gyro_bias_3d_rms_radps,10,9.292110999999928e-07,4.962331804295918e-06,-2.008911372500007e-06,3.7384840299999997e-06,0.18725291589642787,0.17112573825268787
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,disp_x_rms_m,10,-0.0002764806000000064,0.0006118632183663268,-0.0006524811275000089,5.443771499999284e-05,-0.45186667820662413,-0.41294961165073857
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,disp_y_rms_m,10,0.0003464520000000026,9.147781199589502e-05,0.0002961079750000003,0.0004037693000000092,3.7872790400315797,3.4610992228970603
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,disp_z_rms_m,10,0.00011767596000000213,0.00021296022679225557,-1.2116903999996524e-05,0.0002382086010000029,0.5525724769010317,0.5049821125354729
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,disp_3d_rms_m,10,0.00010951159999999515,0.00037955111293335174,-0.00012445818250001253,0.00031713438749999764,0.2885292553976126,0.26367964205547884
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,disp_x_pct_hs,10,-0.018432039999999716,0.04079093973939163,-0.043423938749999655,0.0038966082499998166,-0.4518660299997937,-0.4129490192707916
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,disp_y_pct_hs,10,0.02309702999999974,0.006098315873173493,0.019795409749999843,0.02685154974999948,3.78744402230846,3.461249996057492
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,disp_z_pct_hs,10,0.007845113000000037,0.01419744012554215,-0.0008547093749999667,0.01568501884999991,0.5525723602726206,0.5049820059516963
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,disp_3d_pct_refmax,10,0.007984909999999701,0.029426346222256587,-0.010041612250000637,0.024212554249999456,0.27135241119267206,0.2479821554163513
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,disp_z_ref_rms_m,10,0.0,0.0,0.0,0.0,nan,nan
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,disp_z_pct_refrms,10,0.03142930999999969,0.05656166099885904,-0.0021414079999996626,0.06392770524999948,0.5556645516586524,0.5078078820200079
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,roll_rms_deg,10,-0.0005515295999999837,0.004470023835889514,-0.003011140004999971,0.0022245364949999968,-0.12338404005182041,-0.1127575762512853
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,pitch_rms_deg,10,-0.005960764000000002,0.030964089523082095,-0.023560066450000014,0.012965229674999997,-0.19250570876810594,-0.17592613376990135
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,yaw_rms_deg,10,-0.021365093499999915,0.06874074373084568,-0.05924866490999997,0.019885323705000155,-0.3108068423532762,-0.2840385694239851
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,dir_axis_error_deg,10,-0.015083312100000006,0.016913397463420462,-0.02493625545000001,-0.004882506540000021,-0.8917967033306891,-0.8149906157572882
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,dir_axis_abs_error_deg,10,-0.004899596300000003,0.022631270705795722,-0.017653120475,0.009018479039999996,-0.21649673868048638,-0.19785093363506992
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,dir_axis_rmse_deg,10,0.0027913899999999713,0.009566127361273604,-0.0025268387500000508,0.008730536999999781,0.29179937654816407,0.2666681236680876
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,dir_axis_circ_std_deg,10,0.0030371699999996336,0.008286733439266064,-0.001391355000000307,0.008320647249999886,0.3665099188068765,0.3349442123905313
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,dir_sense_forward_pct,10,-0.004888160000000141,0.06594324372940749,-0.045223130999999264,0.03105620999999985,-0.07412677514103327,-0.06774259861094263
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,dir_sense_reverse_pct,10,0.0026666694000000157,0.03315673741733531,-0.018333327502500003,0.020166671055000016,0.08042616999481388,0.07349945740129993
