run_id,experiment,case,parameter,scale_label,scale_multiplier,family,mode,repetition,wave_phase_seed,imu_noise_seed,initialization_seed,true_hs_m,transition_duration_sec,score_window_sec,configured_tau_s,configured_sigma_aw_mps2,configured_r_s_ms,historical_60s_gate_pass,simulator_return_code,aw_cov_sync,window_s,samples,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,disp_x_pct_hs,disp_y_pct_hs,disp_z_pct_hs,disp_3d_pct_refmax,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,tau_applied_s,sigma_applied_mps2,tuning_applied,frequency_hz,period_s,accel_variance_m2ps4
low_motion:Hs0.27:Adaptive:2,low_motion,Hs0.27,,,,OU_III,Adaptive,2,29,211,1103,0.27,,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,0.0447765738,0.0520911254,0.0221983176,0.072188586,16.5839157,19.2930088,8.22159863,32.1674461,0.811988175,0.316726208,1.22746074,0.1438829,0.000255645369,1.58438265,0.332975715,1.63717437,0.479191303,2.28211951,0.17238237
low_motion:Hs0.05:Adaptive:2,low_motion,Hs0.05,,,,OU_III,Adaptive,2,29,211,1103,0.05,,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,0.0175363645,0.0219604988,0.00906510372,0.0295290314,35.0727272,43.9209976,18.1302071,71.0544052,0.430835187,0.210421726,1.3881954,0.0768100545,0.000240712616,2.99995708,0.00090001052,0.40001601,0.200003758,4.99974442,0.00601863349
transition_rate:controlled:Adaptive:2,transition_rate,controlled,,,,OU_III,Adaptive,2,29,211,1103,4.0,360.0,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,1.1661247,0.782328367,0.428305179,1.46810412,29.1531181,19.5582085,10.7076292,41.6034584,0.782737672,0.517950475,1.62841284,0.136565238,0.000333039352,1.9676615,0.868857622,7.31109381,0.274581969,2.48670053,0.930021942
transition_rate:controlled:FixedNominal:2,transition_rate,controlled,,,,OU_III,FixedNominal,2,29,211,1103,4.0,360.0,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,1.19650245,0.767409742,0.359869927,1.46630228,29.9125614,19.1852436,8.99674797,41.5523987,0.736805975,0.575816989,1.26277649,0.136448026,0.000329385308,1.56533504,1.26339269,5.81489038,0.274581969,2.48670053,1.08287907
transition_rate:rapid:Adaptive:2,transition_rate,rapid,,,,OU_III,Adaptive,2,29,211,1103,4.0,30.0,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,1.19608319,0.780810237,0.408432245,1.48563004,29.9020805,19.520256,10.2108059,38.691433,0.803206265,0.504439175,1.78015137,0.13855508,0.00033518704,1.9676615,0.868857622,7.31109381,0.274581969,2.48670053,0.930021942
transition_rate:rapid:FixedNominal:2,transition_rate,rapid,,,,OU_III,FixedNominal,2,29,211,1103,4.0,30.0,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,1.24416387,0.798268557,0.375007123,1.52505958,31.1040974,19.9567146,9.37517834,39.7183266,0.740938783,0.581399381,1.30679953,0.136230603,0.000330041657,1.56533504,1.26339269,5.81489038,0.274581969,2.48670053,1.08287907
sensitivity:tau_x0.5:FixedSensitivity:3,sensitivity,tau_x0.5,tau,0.5,0.5,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,0.78266752,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.183878228,0.184325904,0.0681262463,0.269125283,12.2585478,12.288393,4.54174948,20.694746,0.199717492,0.240083277,0.392660171,0.0348616764,0.000291116332,0.782667518,1.26339269,5.81489038,0.538383245,1.65090787,0.940430224
sensitivity:tau_x0.75:FixedSensitivity:3,sensitivity,tau_x0.75,tau,0.75,0.75,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.17400128,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.183281109,0.184814751,0.0680114552,0.269024193,12.2187405,12.3209829,4.53409672,20.6869736,0.194516763,0.221326932,0.446228415,0.0296865944,0.000291944569,1.17400134,1.26339269,5.81489038,0.538383245,1.65090787,0.940430224
sensitivity:tau_x1:FixedSensitivity:3,sensitivity,tau_x1,tau,1,1.0,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.182731539,0.185369253,0.067904219,0.269004762,12.1821022,12.3579502,4.52694798,20.6854782,0.189752877,0.212926269,0.52518183,0.0263756346,0.000292728218,1.56533504,1.26339269,5.81489038,0.538383245,1.65090787,0.940430224
sensitivity:tau_x1.25:FixedSensitivity:3,sensitivity,tau_x1.25,tau,1.25,1.25,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.9566687999999999,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.182214513,0.185939357,0.067802988,0.269021958,12.1476336,12.395957,4.52019882,20.6868,0.185567439,0.216088146,0.618633807,0.0256850198,0.000293506426,1.95666885,1.26339269,5.81489038,0.538383245,1.65090787,0.940430224
sensitivity:tau_x1.5:FixedSensitivity:3,sensitivity,tau_x1.5,tau,1.5,1.5,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,2.34800256,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.1817206,0.186514422,0.0677095279,0.26906243,12.114706,12.4342947,4.51396847,20.6899128,0.182012796,0.229860544,0.719853997,0.0276994742,0.000294297439,2.34800267,1.26339269,5.81489038,0.538383245,1.65090787,0.940430224
sensitivity:sigma_aw_x0.5:FixedSensitivity:3,sensitivity,sigma_aw_x0.5,sigma_aw,0.5,0.5,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,0.631696345,5.814890311263675,0,1,reconfigure,900.0,180000,0.17756784,0.192154974,0.0672109351,0.270131797,11.8378553,12.8103313,4.48072863,20.7721424,0.184581012,0.582680106,1.80046344,0.0928431004,0.000302985951,1.56533504,0.631696343,5.81489038,0.538383245,1.65090787,0.940430224
sensitivity:sigma_aw_x0.75:FixedSensitivity:3,sensitivity,sigma_aw_x0.75,sigma_aw,0.75,0.75,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,0.9475445175000001,5.814890311263675,1,0,reconfigure,900.0,180000,0.181107908,0.187199175,0.067620106,0.269102365,12.0738602,12.4799442,4.50800705,20.6929836,0.17856805,0.256638587,0.844791353,0.0327196568,0.000295258826,1.56533504,0.947544515,5.81489038,0.538383245,1.65090787,0.940430224
sensitivity:sigma_aw_x1:FixedSensitivity:3,sensitivity,sigma_aw_x1,sigma_aw,1,1.0,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.182731539,0.185369253,0.067904219,0.269004762,12.1821022,12.3579502,4.52694798,20.6854782,0.189752877,0.212926269,0.52518183,0.0263756346,0.000292728218,1.56533504,1.26339269,5.81489038,0.538383245,1.65090787,0.940430224
sensitivity:sigma_aw_x1.25:FixedSensitivity:3,sensitivity,sigma_aw_x1.25,sigma_aw,1.25,1.25,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,1.5792408625,5.814890311263675,1,0,reconfigure,900.0,180000,0.18362537,0.184553623,0.0680680051,0.269093961,12.2416906,12.3035746,4.53786707,20.692337,0.197157845,0.22984843,0.415432006,0.032131318,0.000291523465,1.56533504,1.57924092,5.81489038,0.538383245,1.65090787,0.940430224
sensitivity:sigma_aw_x1.5:FixedSensitivity:3,sensitivity,sigma_aw_x1.5,sigma_aw,1.5,1.5,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,1.8950890350000003,5.814890311263675,1,0,reconfigure,900.0,180000,0.184214935,0.184174865,0.0681738183,0.269264162,12.2809954,12.2783241,4.54492092,20.7054253,0.201728418,0.24898842,0.38238436,0.0369825549,0.000290792814,1.56533504,1.89508903,5.81489038,0.538383245,1.65090787,0.940430224
sensitivity:r_s_x0.5:FixedSensitivity:3,sensitivity,r_s_x0.5,r_s,0.5,0.5,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,1.26339269,2.9074451556318377,1,0,reconfigure,900.0,180000,0.255788654,0.221368939,0.0725330263,0.345966876,17.0525761,14.7579288,4.83553505,26.6035824,0.192414254,0.253590107,0.535637796,0.0273609031,0.000288076844,1.56533504,1.26339269,2.90744519,0.538383245,1.65090787,0.940430224
sensitivity:r_s_x0.75:FixedSensitivity:3,sensitivity,r_s_x0.75,r_s,0.75,0.75,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,1.26339269,4.361167733447757,1,0,reconfigure,900.0,180000,0.208012238,0.196406722,0.0678683966,0.294025183,13.8674822,13.0937805,4.5245595,22.609457,0.190446138,0.224474207,0.525415838,0.0266468357,0.000290887401,1.56533504,1.26339269,4.36116791,0.538383245,1.65090787,0.940430224
sensitivity:r_s_x1:FixedSensitivity:3,sensitivity,r_s_x1,r_s,1,1.0,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.182731539,0.185369253,0.067904219,0.269004762,12.1821022,12.3579502,4.52694798,20.6854782,0.189752877,0.212926269,0.52518183,0.0263756346,0.000292728218,1.56533504,1.26339269,5.81489038,0.538383245,1.65090787,0.940430224
sensitivity:r_s_x1.25:FixedSensitivity:3,sensitivity,r_s_x1.25,r_s,1.25,1.25,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,1.26339269,7.268612889079594,1,0,reconfigure,900.0,180000,0.168322831,0.180927038,0.0698969439,0.256812662,11.2215214,12.0618019,4.65979624,19.7479515,0.18944554,0.207213312,0.52646327,0.0262433831,0.000294002239,1.56533504,1.26339269,7.26861286,0.538383245,1.65090787,0.940430224
sensitivity:r_s_x1.5:FixedSensitivity:3,sensitivity,r_s_x1.5,r_s,1.5,1.5,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,1.26339269,8.722335466895514,1,0,reconfigure,900.0,180000,0.160041258,0.180109158,0.0728413835,0.251710922,10.6694164,12.0072765,4.85609198,19.3556461,0.189305931,0.204016641,0.52769506,0.0261817984,0.000294854952,1.56533504,1.26339269,8.72233582,0.538383245,1.65090787,0.940430224
sensitivity:sigma_aw_rs_x0.5:FixedSensitivity:3,sensitivity,sigma_aw_rs_x0.5,sigma_aw_rs,0.5,0.5,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,0.631696345,2.9074451556318377,0,1,reconfigure,900.0,180000,0.247664139,0.228461802,0.0711027756,0.344365984,16.5109425,15.2307863,4.74018478,26.4804802,0.18189542,0.557241201,1.70821166,0.0865548924,0.000296819926,1.56533504,0.631696343,2.90744519,0.538383245,1.65090787,0.940430224
sensitivity:sigma_aw_rs_x0.75:FixedSensitivity:3,sensitivity,sigma_aw_rs_x0.75,sigma_aw_rs,0.75,0.75,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,0.9475445175000001,4.361167733447757,1,0,reconfigure,900.0,180000,0.206007823,0.198266044,0.0674868599,0.293773919,13.7338543,13.2177362,4.49912405,22.5901356,0.179116011,0.260376453,0.831244171,0.0318800472,0.000293191406,1.56533504,0.947544515,4.36116791,0.538383245,1.65090787,0.940430224
sensitivity:sigma_aw_rs_x1:FixedSensitivity:3,sensitivity,sigma_aw_rs_x1,sigma_aw_rs,1,1.0,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.182731539,0.185369253,0.067904219,0.269004762,12.1821022,12.3579502,4.52694798,20.6854782,0.189752877,0.212926269,0.52518183,0.0263756346,0.000292728218,1.56533504,1.26339269,5.81489038,0.538383245,1.65090787,0.940430224
sensitivity:sigma_aw_rs_x1.25:FixedSensitivity:3,sensitivity,sigma_aw_rs_x1.25,sigma_aw_rs,1.25,1.25,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,1.5792408625,7.268612889079594,1,0,reconfigure,900.0,180000,0.169024676,0.180103451,0.0700015426,0.256723225,11.2683115,12.006896,4.6667695,19.7410736,0.196884558,0.223301679,0.411154389,0.0318772309,0.000292669924,1.56533504,1.57924092,7.26861286,0.538383245,1.65090787,0.940430224
sensitivity:sigma_aw_rs_x1.5:FixedSensitivity:3,sensitivity,sigma_aw_rs_x1.5,sigma_aw_rs,1.5,1.5,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,1.8950890350000003,8.722335466895514,1,0,reconfigure,900.0,180000,0.160892248,0.178841054,0.0728925914,0.251363814,10.7261496,11.9227362,4.85950613,19.3289547,0.201418906,0.238918185,0.370882601,0.0366335064,0.000292518089,1.56533504,1.89508903,8.72233582,0.538383245,1.65090787,0.940430224
sensitivity:tau_rs_x0.5:FixedSensitivity:3,sensitivity,tau_rs_x0.5,tau_rs,0.5,0.5,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,0.78266752,1.26339269,0.7268612889079594,0,1,reconfigure,900.0,180000,0.493859947,0.359971374,0.135670438,0.626006007,32.923996,23.9980907,9.04469585,48.1375618,0.236270547,0.606259465,0.961274683,0.0451929122,0.000278801337,0.782667518,1.26339269,0.726861298,0.538383245,1.65090787,0.940430224
sensitivity:tau_rs_x0.75:FixedSensitivity:3,sensitivity,tau_rs_x0.75,tau_rs,0.75,0.75,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.17400128,1.26339269,2.4531568500643632,1,0,reconfigure,900.0,180000,0.280642748,0.234322295,0.076507628,0.373524696,18.7095165,15.6214857,5.10050821,28.7226772,0.198511079,0.28463006,0.497909635,0.0321489908,0.000286450319,1.17400134,1.26339269,2.45315695,0.538383245,1.65090787,0.940430224
sensitivity:tau_rs_x1:FixedSensitivity:3,sensitivity,tau_rs_x1,tau_rs,1,1.0,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.182731539,0.185369253,0.067904219,0.269004762,12.1821022,12.3579502,4.52694798,20.6854782,0.189752877,0.212926269,0.52518183,0.0263756346,0.000292728218,1.56533504,1.26339269,5.81489038,0.538383245,1.65090787,0.940430224
sensitivity:tau_rs_x1.25:FixedSensitivity:3,sensitivity,tau_rs_x1.25,tau_rs,1.25,1.25,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,1.9566687999999999,1.26339269,11.357207639186866,1,0,reconfigure,900.0,180000,0.153601706,0.184120983,0.079216361,0.252525747,10.2401133,12.2747316,5.28109074,19.4183025,0.185057551,0.207018584,0.62880677,0.0258123223,0.000296519371,1.95666885,1.26339269,11.3572073,0.538383245,1.65090787,0.940430224
sensitivity:tau_rs_x1.5:FixedSensitivity:3,sensitivity,tau_rs_x1.5,tau_rs,1.5,1.5,OU_III,FixedSensitivity,3,47,307,1201,1.5,,900.0,2.34800256,1.26339269,19.625254800514906,1,0,reconfigure,900.0,180000,0.16151838,0.210175619,0.101369254,0.283791661,10.7678919,14.0117073,6.75794983,21.8225365,0.181625769,0.223225504,0.7394768,0.0283118524,0.000296953425,2.34800267,1.26339269,19.6252556,0.538383245,1.65090787,0.940430224
low_motion:Hs0.27:Adaptive:3,low_motion,Hs0.27,,,,OU_III,Adaptive,3,47,307,1201,0.27,,900.0,adaptive,adaptive,adaptive,1,0,reconfigure,900.0,180000,0.0460132509,0.0430434234,0.0196494926,0.0660004392,17.0419445,15.942008,7.2775898,25.5187168,0.485083699,0.23196286,0.706770957,0.082920067,0.000317389233,0.954098344,0.388843685,0.535159051,0.634880722,1.4409374,0.242436916
low_motion:Hs0.05:Adaptive:3,low_motion,Hs0.05,,,,OU_III,Adaptive,3,47,307,1201,0.05,,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,0.0188554134,0.0202708766,0.00868595764,0.0290151834,37.7108269,40.5417519,17.3719158,60.5802536,0.235464558,0.198304459,0.772581518,0.0430684052,0.000341786392,2.99995708,0.00090001052,0.400017083,0.200003758,4.99974442,0.00742993131
transition_rate:controlled:Adaptive:3,transition_rate,controlled,,,,OU_III,Adaptive,3,47,307,1201,4.0,360.0,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,1.15916669,0.733979762,0.368979216,1.42075312,28.9791679,18.3494949,9.22448063,45.5862389,0.170159295,0.463092268,1.20106077,0.0333945677,0.000343592459,2.27966332,0.776472092,9.40474129,0.286411136,3.03287721,0.797266483
transition_rate:controlled:FixedNominal:3,transition_rate,controlled,,,,OU_III,FixedNominal,3,47,307,1201,4.0,360.0,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,1.21336317,0.738734543,0.335974425,1.45974576,30.3340797,18.4683628,8.39936066,46.8373566,0.747342288,0.45921436,0.933382154,0.121745117,0.000306037808,1.56533504,1.26339269,5.81489038,0.286411136,3.03287721,1.00789142
transition_rate:rapid:Adaptive:3,transition_rate,rapid,,,,OU_III,Adaptive,3,47,307,1201,4.0,30.0,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,1.18271363,0.744928598,0.382307172,1.4490993,29.5678406,18.6232147,9.55767918,46.4957542,0.171852842,0.464650601,1.17208195,0.0298843179,0.000344236498,2.27966332,0.776471376,9.40473461,0.286411136,3.03287721,0.797265112
transition_rate:rapid:FixedNominal:3,transition_rate,rapid,,,,OU_III,FixedNominal,3,47,307,1201,4.0,30.0,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,1.22669756,0.751513064,0.3431862,1.47896445,30.6674385,18.7878265,8.57965469,47.4540024,0.745720327,0.46262297,0.939973891,0.121188693,0.000305927213,1.56533504,1.26339269,5.81489038,0.286411136,3.03287721,1.00789142
sensitivity:tau_x0.5:FixedSensitivity:4,sensitivity,tau_x0.5,tau,0.5,0.5,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,0.78266752,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.183060735,0.19535552,0.0698140562,0.276674926,12.2040482,13.0237007,4.65427017,20.6965561,0.466667503,0.414921582,0.411326766,0.0999711677,0.000164746161,0.782667518,1.26339269,5.81489038,0.200000003,3.48709965,1.79852426
sensitivity:tau_x0.75:FixedSensitivity:4,sensitivity,tau_x0.75,tau,0.75,0.75,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.17400128,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.182470992,0.195739254,0.0698537081,0.276566565,12.164732,13.049283,4.65691376,20.6884518,0.456647366,0.460819274,0.495855778,0.104396828,0.000165612815,1.17400134,1.26339269,5.81489038,0.200000003,3.48709965,1.79852426
sensitivity:tau_x1:FixedSensitivity:4,sensitivity,tau_x1,tau,1,1.0,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.181940913,0.196146861,0.0698693767,0.27651006,12.1293936,13.076457,4.65795851,20.6842251,0.446818024,0.506732821,0.585902274,0.109232955,0.000166288155,1.56533504,1.26339269,5.81489038,0.200000003,3.48709965,1.79852426
sensitivity:tau_x1.25:FixedSensitivity:4,sensitivity,tau_x1.25,tau,1.25,1.25,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.9566687999999999,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.181445897,0.19655697,0.0698755011,0.276477575,12.0963926,13.1037979,4.65836668,20.6817951,0.43720001,0.552307069,0.678073168,0.114380173,0.000166845915,1.95666885,1.26339269,5.81489038,0.200000003,3.48709965,1.79852426
sensitivity:tau_x1.5:FixedSensitivity:4,sensitivity,tau_x1.5,tau,1.5,1.5,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,2.34800256,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.180976003,0.19696559,0.0698796213,0.276461422,12.0650663,13.1310387,4.65864134,20.6805859,0.427781433,0.597422361,0.770799994,0.119769886,0.000167352002,2.34800267,1.26339269,5.81489038,0.200000003,3.48709965,1.79852426
sensitivity:sigma_aw_x0.5:FixedSensitivity:4,sensitivity,sigma_aw_x0.5,sigma_aw,0.5,0.5,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,0.631696345,5.814890311263675,0,1,reconfigure,900.0,180000,0.177011818,0.200942636,0.0702253282,0.276844233,11.800787,13.3961754,4.68168831,20.7092228,0.341555357,1.02698648,1.67201316,0.179885998,0.000171890817,1.56533504,0.631696343,5.81489038,0.200000003,3.48709965,1.79852426
sensitivity:sigma_aw_x0.75:FixedSensitivity:4,sensitivity,sigma_aw_x0.75,sigma_aw,0.75,0.75,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,0.9475445175000001,5.814890311263675,1,0,reconfigure,900.0,180000,0.180394426,0.197444782,0.0699101314,0.276430845,12.0262947,13.1629848,4.66067505,20.678299,0.416986495,0.649421275,0.878537178,0.126289248,0.00016786324,1.56533504,0.947544515,5.81489038,0.200000003,3.48709965,1.79852426
sensitivity:sigma_aw_x1:FixedSensitivity:4,sensitivity,sigma_aw_x1,sigma_aw,1,1.0,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.181940913,0.196146861,0.0698693767,0.27651006,12.1293936,13.076457,4.65795851,20.6842251,0.446818024,0.506732821,0.585902274,0.109232955,0.000166288155,1.56533504,1.26339269,5.81489038,0.200000003,3.48709965,1.79852426
sensitivity:sigma_aw_x1.25:FixedSensitivity:4,sensitivity,sigma_aw_x1.25,sigma_aw,1.25,1.25,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,1.5792408625,5.814890311263675,1,0,reconfigure,900.0,180000,0.182808965,0.195548564,0.0698340684,0.276649892,12.1872635,13.0365705,4.65560436,20.694685,0.461534649,0.438427627,0.453863174,0.102176405,0.00016527393,1.56533504,1.57924092,5.81489038,0.200000003,3.48709965,1.79852426
sensitivity:sigma_aw_x1.5:FixedSensitivity:4,sensitivity,sigma_aw_x1.5,sigma_aw,1.5,1.5,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,1.8950890350000003,5.814890311263675,1,0,reconfigure,900.0,180000,0.18339552,0.195250362,0.0697882101,0.276815832,12.226368,13.0166903,4.65254736,20.707098,0.469913483,0.400537282,0.387130022,0.0986671746,0.000164535697,1.56533504,1.89508903,5.81489038,0.200000003,3.48709965,1.79852426
sensitivity:r_s_x0.5:FixedSensitivity:4,sensitivity,r_s_x0.5,r_s,0.5,0.5,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,1.26339269,2.9074451556318377,1,0,reconfigure,900.0,180000,0.26080057,0.220431939,0.0751465783,0.349648654,17.3867035,14.6954622,5.00977182,26.1553288,0.448260278,0.511002302,0.611500382,0.108167686,0.000165707839,1.56533504,1.26339269,2.90744519,0.200000003,3.48709965,1.79852426
sensitivity:r_s_x0.75:FixedSensitivity:4,sensitivity,r_s_x0.75,r_s,0.75,0.75,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,1.26339269,4.361167733447757,1,0,reconfigure,900.0,180000,0.210022271,0.20106487,0.0706099272,0.299202591,14.0014839,13.4043245,4.70732832,22.381731,0.447247624,0.507002711,0.59197247,0.108912207,0.000166119353,1.56533504,1.26339269,4.36116791,0.200000003,3.48709965,1.79852426
sensitivity:r_s_x1:FixedSensitivity:4,sensitivity,r_s_x1,r_s,1,1.0,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.181940913,0.196146861,0.0698693767,0.27651006,12.1293936,13.076457,4.65795851,20.6842251,0.446818024,0.506732821,0.585902274,0.109232955,0.000166288155,1.56533504,1.26339269,5.81489038,0.200000003,3.48709965,1.79852426
sensitivity:r_s_x1.25:FixedSensitivity:4,sensitivity,r_s_x1.25,r_s,1.25,1.25,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,1.26339269,7.268612889079594,1,0,reconfigure,900.0,180000,0.164781958,0.19783999,0.0707341284,0.267015129,10.9854631,13.189332,4.7156086,19.9739609,0.446629465,0.506925106,0.583241045,0.109388299,0.000166309692,1.56533504,1.26339269,7.26861286,0.200000003,3.48709965,1.79852426
sensitivity:r_s_x1.5:FixedSensitivity:4,sensitivity,r_s_x1.5,r_s,1.5,1.5,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,1.26339269,8.722335466895514,1,0,reconfigure,900.0,180000,0.153773665,0.202958137,0.0724558458,0.264741749,10.2515774,13.5305424,4.8303895,19.8038998,0.446567982,0.507047117,0.58163023,0.109459423,0.000166233658,1.56533504,1.26339269,8.72233582,0.200000003,3.48709965,1.79852426
sensitivity:sigma_aw_rs_x0.5:FixedSensitivity:4,sensitivity,sigma_aw_rs_x0.5,sigma_aw_rs,0.5,0.5,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,0.631696345,2.9074451556318377,0,1,reconfigure,900.0,180000,0.25371933,0.225657925,0.0746675655,0.347663999,16.9146214,15.0438614,4.97783756,26.0068665,0.346134663,1.00521731,1.62564886,0.17602849,0.000171243402,1.56533504,0.631696343,2.90744519,0.200000003,3.48709965,1.79852426
sensitivity:sigma_aw_rs_x0.75:FixedSensitivity:4,sensitivity,sigma_aw_rs_x0.75,sigma_aw_rs,0.75,0.75,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,0.9475445175000001,4.361167733447757,1,0,reconfigure,900.0,180000,0.208210155,0.202409431,0.0705352351,0.298824817,13.8806763,13.4939613,4.70234871,22.3534718,0.417735815,0.647115648,0.876128435,0.125729471,0.000167768696,1.56533504,0.947544515,4.36116791,0.200000003,3.48709965,1.79852426
sensitivity:sigma_aw_rs_x1:FixedSensitivity:4,sensitivity,sigma_aw_rs_x1,sigma_aw_rs,1,1.0,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.181940913,0.196146861,0.0698693767,0.27651006,12.1293936,13.076457,4.65795851,20.6842251,0.446818024,0.506732821,0.585902274,0.109232955,0.000166288155,1.56533504,1.26339269,5.81489038,0.200000003,3.48709965,1.79852426
sensitivity:sigma_aw_rs_x1.25:FixedSensitivity:4,sensitivity,sigma_aw_rs_x1.25,sigma_aw_rs,1.25,1.25,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,1.5792408625,7.268612889079594,1,0,reconfigure,900.0,180000,0.165521681,0.197239578,0.0706261098,0.266999841,11.0347786,13.1493044,4.70840693,19.9728165,0.461430818,0.437901944,0.448063254,0.102280311,0.000165378136,1.56533504,1.57924092,7.26861286,0.200000003,3.48709965,1.79852426
sensitivity:sigma_aw_rs_x1.5:FixedSensitivity:4,sensitivity,sigma_aw_rs_x1.5,sigma_aw_rs,1.5,1.5,OU_III,FixedSensitivity,4,71,401,1301,1.5,,900.0,1.56533504,1.8950890350000003,8.722335466895514,1,0,reconfigure,900.0,180000,0.154806927,0.201996535,0.0721079633,0.264513403,10.3204613,13.4664354,4.80719757,19.7868195,0.469862223,0.399096996,0.374441296,0.0987831354,0.000164753597,1.56533504,1.89508903,8.72233582,0.200000003,3.48709965,1.79852426
