c_sigma,c_R,family,hs_m,record,z_rms_m,z_pct_hs,rms_3d_m,roll_deg,pitch_deg,yaw_deg,rs_applied,tau_applied,sigma_applied
3.6,6.05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0954081,6.36054,0.183304,0.18079,0.16879,1.35546,0.995783,2.18038,2.92052
3.6,6.05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.291869,7.29673,0.573897,0.332369,0.219168,0.301641,4.02537,3.58993,4.49582
3.6,6.05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.695958,8.18774,1.36856,0.298119,0.217782,0.871404,6.83995,4.22171,5.68492
3.6,6.05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0135124,5.0046,0.0279377,0.214161,0.194147,0.748706,0.150427,1.17236,1.54559
3.6,6.05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.106948,7.12988,0.188757,0.208776,0.180804,0.99701,0.776567,2.04464,3.16048
3.6,6.05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.332599,8.31497,0.597831,0.32892,0.259335,0.444456,2.81587,3.29004,4.50597
3.6,6.05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.765068,9.0008,1.40014,0.26943,0.213917,0.524416,5.54392,4.10091,5.983
3.6,8.56,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.012786,4.73557,0.032333,0.22317,0.191896,1.17647,0.260255,1.28051,1.43861
3.6,8.56,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0801935,5.34623,0.167551,0.181275,0.169062,1.36039,1.40891,2.18038,2.92052
3.6,8.56,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.241771,6.04427,0.504074,0.331898,0.22148,0.313559,5.69541,3.58993,4.49582
3.6,8.56,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.573125,6.74264,1.18558,0.296664,0.208738,0.872174,9.67769,4.22171,5.68492
3.6,8.56,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0127753,4.73159,0.0295958,0.214737,0.193546,0.748825,0.206457,1.17236,1.54559
3.6,8.56,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0881721,5.87814,0.165252,0.209007,0.179699,0.999222,1.09875,2.04464,3.16048
3.6,8.56,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.271862,6.79655,0.508837,0.334894,0.238017,0.448829,3.98411,3.29004,4.50597
3.6,8.56,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.628052,7.38885,1.18571,0.265556,0.210329,0.549413,7.84395,4.10091,5.983
3.6,12.1,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0138058,5.11324,0.0382051,0.224171,0.189854,1.17296,0.367884,1.28051,1.43861
3.6,12.1,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.070228,4.68187,0.164674,0.182448,0.167831,1.36031,1.99157,2.18038,2.92052
3.6,12.1,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.204629,5.11573,0.463943,0.332874,0.220318,0.31905,8.05074,3.58993,4.49582
3.6,12.1,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.476997,5.61173,1.06246,0.297119,0.203373,0.874593,13.6799,4.22171,5.68492
3.6,12.1,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0129642,4.80155,0.0338837,0.215542,0.192267,0.747486,0.291838,1.17236,1.54559
3.6,12.1,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0746038,4.97359,0.154176,0.209869,0.178196,0.998912,1.55313,2.04464,3.16048
3.6,12.1,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.225269,5.63172,0.450134,0.33895,0.225935,0.454418,5.63174,3.29004,4.50597
3.6,12.1,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.520362,6.1219,1.03061,0.264235,0.209615,0.567288,11.0878,4.10091,5.983
3.6,17.11,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0159923,5.92306,0.0468901,0.225298,0.187621,1.16913,0.520206,1.28051,1.43861
3.6,17.11,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0657936,4.38624,0.175949,0.184049,0.166047,1.35827,2.81617,2.18038,2.92052
3.6,17.11,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.180064,4.5016,0.456925,0.334602,0.217751,0.321483,11.3841,3.58993,4.49582
3.6,17.11,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.404316,4.75666,1.00403,0.29892,0.198887,0.875673,19.3441,4.22171,5.68492
3.6,17.11,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0143612,5.31897,0.040934,0.216533,0.190449,0.744936,0.412673,1.17236,1.54559
3.6,17.11,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0662005,4.41337,0.157036,0.211148,0.176502,0.997363,2.19621,2.04464,3.16048
3.6,17.11,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.191472,4.7868,0.425207,0.341961,0.218966,0.458727,7.96356,3.29004,4.50597
3.6,17.11,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.43823,5.15565,0.94041,0.264351,0.210738,0.582481,15.6787,4.10091,5.983
3.6,24.2,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0193002,7.14821,0.0586848,0.226528,0.185356,1.16529,0.735767,1.28051,1.43861
3.6,24.2,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0673363,4.48909,0.202245,0.185941,0.164214,1.3559,3.98313,2.18038,2.92052
3.6,24.2,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.168687,4.21718,0.486966,0.336737,0.2149,0.322762,16.1015,3.58993,4.49582
3.6,24.2,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.354209,4.16716,1.01875,0.301616,0.194582,0.875156,27.3598,4.22171,5.68492
3.6,24.2,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0169115,6.26354,0.0508902,0.217675,0.188321,0.741701,0.583676,1.17236,1.54559
3.6,24.2,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0633186,4.22124,0.174864,0.212718,0.174792,0.995408,3.10627,2.04464,3.16048
3.6,24.2,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.170507,4.26267,0.438824,0.344457,0.215003,0.461361,11.2635,3.29004,4.50597
3.6,24.2,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.380001,4.4706,0.926052,0.265468,0.212325,0.595628,22.1757,4.10091,5.983
3.6,34.22,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0237465,8.79501,0.0741206,0.227872,0.18311,1.16157,1.04041,1.28051,1.43861
3.6,34.22,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0749602,4.99735,0.244239,0.188074,0.16255,1.35382,5.63235,2.18038,2.92052
3.6,34.22,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.170965,4.27413,0.556609,0.339167,0.212123,0.323716,22.7683,3.58993,4.49582
3.6,34.22,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.327513,3.8531,1.11399,0.304814,0.190854,0.874057,38.6882,4.22171,5.68492
3.6,34.22,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0205816,7.62281,0.0641263,0.218952,0.186037,0.738169,0.825346,1.17236,1.54559
3.6,34.22,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.066233,4.41553,0.207993,0.214529,0.173108,0.993412,4.39242,2.04464,3.16048
3.6,34.22,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.163054,4.07634,0.493623,0.346732,0.212844,0.462552,15.9271,3.29004,4.50597
3.6,34.22,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.345346,4.06289,0.997293,0.267486,0.212815,0.605128,31.3575,4.10091,5.983
3.6,48.4,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0294662,10.9134,0.09404,0.229344,0.180909,1.15811,1.47153,1.28051,1.43861
3.6,48.4,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0884591,5.89727,0.303371,0.190464,0.161078,1.35221,7.96627,2.18038,2.92052
3.6,48.4,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.186545,4.66363,0.667999,0.341856,0.209472,0.324625,32.2029,3.58993,4.49582
3.6,48.4,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.326052,3.8359,1.29509,0.308326,0.187899,0.872648,54.7196,4.22171,5.68492
3.6,48.4,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0254379,9.42143,0.081319,0.220366,0.183693,0.734582,1.16735,1.17236,1.54559
3.6,48.4,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0748624,4.99083,0.257121,0.216571,0.171507,0.991585,6.21254,2.04464,3.16048
3.6,48.4,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.169506,4.23764,0.590236,0.348989,0.211803,0.462611,22.5269,3.29004,4.50597
3.6,48.4,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.334501,3.9353,1.1582,0.270398,0.211179,0.609429,44.3513,4.10091,5.983
3.6,68.44,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0366924,13.5898,0.119582,0.230914,0.178984,1.15542,2.08082,1.28051,1.43861
3.6,68.44,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.107578,7.17188,0.382074,0.193134,0.159694,1.35079,11.2647,2.18038,2.92052
3.6,68.44,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.214775,5.36936,0.824667,0.344809,0.206882,0.32553,45.5366,3.58993,4.49582
3.6,68.44,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.351083,4.13038,1.56709,0.312087,0.18556,0.870592,77.3763,4.22171,5.68492
3.6,68.44,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0316421,11.7193,0.10339,0.221912,0.181357,0.731094,1.65069,1.17236,1.54559
3.6,68.44,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0889445,5.92963,0.323937,0.218841,0.170071,0.990195,8.78484,2.04464,3.16048
3.6,68.44,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.189503,4.73758,0.730025,0.351369,0.211345,0.461982,31.8542,3.29004,4.50597
3.6,68.44,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.347682,4.09038,1.41015,0.274119,0.207308,0.608209,62.7149,4.10091,5.983
