mode,axis,distance_m,spectrum,hs_m,input,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,disp_z_ref_rms_m,disp_z_pct_refrms,disp_z_pct_hs,tau_applied_s,sigma_applied_mps2,installed_rms_mps2,residual_rms_mps2,cutoff_hz
unmodeled,x-fore-aft,0.2,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0688388273,0.0506843328,0.0607566573,0.104876384,0.161661565,0.180367887,0.620184243,0.0410494469,0.000111407935,0.390963972,15.5402193,4.05044365,2.51469541,0.38925302,0.0475473,0.0475473,nan
unmodeled,x-fore-aft,0.2,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.2333318,0.15489091,0.159452587,0.322273254,0.212935939,0.172344476,0.746702075,0.0458316766,0.000129610868,1.04307246,15.2868185,3.98631477,3.94025135,0.836665571,0.0574845,0.0574845,nan
unmodeled,x-fore-aft,0.2,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.534752905,0.397251517,0.312924922,0.735996902,0.284273833,0.210719585,0.575843394,0.0589537211,0.000125299848,2.15460348,14.52355,3.68146968,4.49971437,1.09964979,0.0729506,0.0729506,nan
unmodeled,x-fore-aft,0.2,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00960836373,0.00902845431,0.0109225707,0.01712122,0.311338335,0.152524248,0.695895851,0.0592097864,9.97742973e-05,0.0499124601,21.8834534,4.04539633,1.52965534,0.0789549723,0.0207366,0.0207366,nan
unmodeled,x-fore-aft,0.2,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.066855073,0.0484630316,0.0598288029,0.101969369,0.15988107,0.182341263,0.462383479,0.0410010293,0.000114879462,0.385561794,15.5173054,3.98858666,2.3357203,0.429906964,0.0580458,0.0580458,nan
unmodeled,x-fore-aft,0.2,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.226730183,0.155712903,0.157317191,0.316862404,0.199075475,0.168839097,0.555741966,0.0433959328,0.000122927988,1.04037023,15.1212702,3.93292975,3.6796248,0.902722061,0.0712072,0.0712072,nan
unmodeled,x-fore-aft,0.2,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.540195346,0.386015803,0.312201679,0.733681858,0.318133235,0.225421935,0.468759388,0.0648750439,0.000127506457,2.16781425,14.40168,3.67296076,4.32582331,1.31278324,0.0907945,0.0907945,nan
unmodeled,x-fore-aft,0.3,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.00964822341,0.00906253979,0.0115665132,0.0175784547,0.298397064,0.168997243,0.523157001,0.058590427,0.000103672035,0.0534430593,21.6426868,4.28389359,1.54157758,0.00913413242,0.033451,0.033451,nan
unmodeled,x-fore-aft,0.3,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0689739734,0.0506725535,0.0618458837,0.105593704,0.162833676,0.187135026,0.634582222,0.0420826934,0.000111298992,0.390963972,15.818819,4.1230588,2.51775002,0.387530804,0.071321,0.071321,nan
unmodeled,x-fore-aft,0.3,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.233299106,0.155011535,0.159966961,0.322562367,0.20990932,0.178812295,0.733614206,0.0461848006,0.000129485445,1.04307246,15.3361311,3.99917412,3.94114614,0.835548878,0.0862268,0.0862268,nan
unmodeled,x-fore-aft,0.3,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.534976602,0.396892577,0.312796593,0.73591125,0.284436703,0.218288615,0.591792166,0.0598352216,0.000125054867,2.15460348,14.5175943,3.67995977,4.50055456,1.09832966,0.109426,0.109426,nan
unmodeled,x-fore-aft,0.3,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00960100349,0.00902388524,0.0113691473,0.0174030829,0.307199717,0.168224305,0.72575134,0.0598470084,9.9533303e-05,0.0499124601,22.7781754,4.2107954,1.53437233,0.0727176294,0.0311049,0.0311049,nan
unmodeled,x-fore-aft,0.3,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0668822974,0.0484641306,0.0614307709,0.102935679,0.16076903,0.190521881,0.480504185,0.0422030054,0.000114735085,0.385561794,15.9327946,4.0953846,2.33930564,0.427050591,0.0870687,0.0870687,nan
unmodeled,x-fore-aft,0.3,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.226712883,0.155845612,0.158384636,0.3174465,0.195902511,0.175408348,0.543275952,0.0437718704,0.000122751328,1.04037023,15.2238722,3.95961595,3.68092322,0.901073217,0.106811,0.106811,nan
unmodeled,x-fore-aft,0.3,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.540277958,0.385810941,0.31249845,0.733761311,0.31804809,0.232951924,0.482847214,0.0656973049,0.000127165884,2.16781425,14.41537,3.6764524,4.32680178,1.31109715,0.136192,0.136192,nan
unmodeled,y-port,0.1,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.00964383129,0.00906109624,0.0105566345,0.0169277731,0.31345728,0.128136814,0.482529372,0.0577726923,0.000104350162,0.0534430593,19.7530518,3.90986443,1.53353405,0.0090175597,0.00827373,0.00827373,nan
unmodeled,y-port,0.1,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0686733052,0.050721474,0.0628642365,0.10602171,0.159239575,0.164322183,0.585364282,0.0386689194,0.000111706373,0.390963972,16.0792923,4.19094896,2.49774599,0.401326925,0.0183967,0.0183967,nan
unmodeled,y-port,0.1,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.233347565,0.154831484,0.160037756,0.322546065,0.215791032,0.163183302,0.765592635,0.0451851152,0.000129686028,1.04307246,15.3429193,4.00094414,3.94241261,0.834751666,0.0278152,0.0278152,nan
unmodeled,y-port,0.1,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.534085274,0.398164183,0.31579411,0.737229764,0.282966375,0.194476441,0.544171691,0.0569701232,0.000125948296,2.15460348,14.6567154,3.71522474,4.49400473,1.10731411,0.0297791,0.0297791,nan
unmodeled,y-port,0.1,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00959957391,0.00901778322,0.0105440738,0.016871566,0.318000406,0.127414137,0.64874804,0.0584550872,0.000100084173,0.0499124601,21.1251335,3.9052124,1.52407706,0.0798899829,0.00848278,0.00848278,nan
unmodeled,y-port,0.1,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0667530894,0.0484853648,0.0621082783,0.103267826,0.157067046,0.164917856,0.424817711,0.0383736528,0.000115329989,0.385561794,16.1085148,4.14055157,2.31542706,0.444970131,0.022693,0.022693,nan
unmodeled,y-port,0.1,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.226703614,0.155471072,0.157541901,0.316836298,0.202479243,0.159619182,0.574267209,0.0427823253,0.000123002319,1.04037023,15.142869,3.93854761,3.68240857,0.900224626,0.0349964,0.0349964,nan
unmodeled,y-port,0.1,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.540007114,0.386554301,0.315736264,0.735337555,0.318453968,0.208624706,0.439834565,0.063103348,0.000128547981,2.16781425,14.5647287,3.7145443,4.31992388,1.32335246,0.037894,0.037894,nan
unmodeled,y-port,0.2,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.00961729605,0.0090374276,0.00995691773,0.0165320206,0.313566089,0.129637524,0.48311612,0.0578927808,0.000104317041,0.0534430593,18.6308899,3.68774724,1.53736126,0.00876988564,0.0165475,0.0165475,nan
unmodeled,y-port,0.2,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.068724297,0.0508330651,0.0649235249,0.107341014,0.159108728,0.161881015,0.579369724,0.0383397005,0.000111739522,0.390963972,16.6060123,4.32823467,2.48893905,0.407115847,0.0367935,0.0367935,nan
unmodeled,y-port,0.2,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.23330377,0.15497376,0.160087854,0.322607547,0.212722182,0.166436985,0.758034647,0.0451295599,0.000129505745,1.04307246,15.3477211,4.00219631,3.94728613,0.829241872,0.0556303,0.0556303,nan
unmodeled,y-port,0.2,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.534104645,0.398206502,0.317228764,0.737882257,0.282165587,0.1922656,0.541636884,0.0566099212,0.000126102997,2.15460348,14.7233009,3.73210311,4.49097586,1.11127472,0.0595583,0.0595583,nan
unmodeled,y-port,0.2,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00958327949,0.00901094265,0.0100383032,0.0165470205,0.317053705,0.128462598,0.649542987,0.0583734736,0.000100108198,0.0499124601,20.1118183,3.71789002,1.52973747,0.0772827491,0.0169656,0.0169656,nan
unmodeled,y-port,0.2,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.066774264,0.0485330783,0.0647200942,0.104894958,0.156436428,0.162830725,0.420724154,0.0380261652,0.00011540889,0.385561794,16.7859211,4.31467295,2.30476618,0.451692551,0.0453859,0.0453859,nan
unmodeled,y-port,0.2,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.226689979,0.155545056,0.157774851,0.316978723,0.199542806,0.16307494,0.566831291,0.0427816361,0.000122751138,1.04037023,15.1652603,3.94437122,3.68897176,0.893111706,0.0699928,0.0699928,nan
unmodeled,y-port,0.2,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.539883673,0.386874139,0.317621469,0.736226439,0.318469673,0.206538022,0.438338369,0.0628720894,0.000128867468,2.16781425,14.6516914,3.73672318,4.31700468,1.32852113,0.0757879,0.0757879,nan
unmodeled,y-port,0.3,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.00959765352,0.00902258605,0.00975855719,0.016393641,0.310943812,0.131657466,0.482751101,0.0576189347,0.000104293678,0.0534430593,18.2597275,3.61428046,1.54134941,0.00850740634,0.0248212,0.0248212,nan
unmodeled,y-port,0.3,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.06873326,0.0508323237,0.0675007924,0.108924486,0.157937706,0.160110816,0.576490283,0.0379713699,0.000111818321,0.390963972,17.2652206,4.50005245,2.4798224,0.412891388,0.0551902,0.0551902,nan
unmodeled,y-port,0.3,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.233238637,0.15507938,0.160684854,0.322907865,0.209706008,0.16999428,0.749812126,0.0451293886,0.000129304346,1.04307246,15.4049559,4.01712132,3.95180035,0.824331105,0.0834455,0.0834455,nan
unmodeled,y-port,0.3,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.533963501,0.398604959,0.318896353,0.738713622,0.281604826,0.190324545,0.539647937,0.0563112237,0.000126282292,2.15460348,14.8006983,3.75172162,4.48769188,1.11571884,0.0893374,0.0893374,nan
unmodeled,y-port,0.3,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00957152154,0.009005378,0.00991787948,0.0164643619,0.314130694,0.131644353,0.65710479,0.0581242442,0.000100051417,0.0499124601,19.8705482,3.67328858,1.53516853,0.0755464062,0.0254484,0.0254484,nan
unmodeled,y-port,0.3,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0668077245,0.0485222973,0.0679817647,0.106954224,0.155450001,0.160951123,0.417494595,0.037665002,0.000115544746,0.385561794,17.6318722,4.53211737,2.29386497,0.458533376,0.0680789,0.0680789,nan
unmodeled,y-port,0.3,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.22664541,0.155666471,0.158823803,0.317529827,0.196475953,0.16675213,0.559265256,0.0428050458,0.000122506986,1.04037023,15.2660856,3.97059512,3.69505095,0.886428177,0.104989,0.104989,nan
unmodeled,y-port,0.3,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.54005444,0.38696602,0.320119143,0.7374807,0.318554431,0.204556361,0.43714124,0.0626636818,0.000129219305,2.16781425,14.7669077,3.76610756,4.31381893,1.33388317,0.113682,0.113682,nan
unmodeled,z-vertical,0.1,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.00935457461,0.00910107139,0.0114664566,0.0173728876,0.311399788,0.126404762,0.493841916,0.0573259965,0.00010435802,0.0534430593,21.4554653,4.24683571,1.52992666,0.00927119702,0.0138706,0.0138706,nan
unmodeled,z-vertical,0.1,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0657511577,0.0500725396,0.0614872798,0.103010483,0.158177659,0.165569097,0.570250511,0.0387074687,0.000111506859,0.390963972,15.7270956,4.09915161,2.50604534,0.395557672,0.0298166,0.0298166,nan
unmodeled,z-vertical,0.1,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.228890598,0.153017491,0.160602421,0.318745047,0.223990142,0.160560295,0.768354356,0.0460319184,0.000130849061,1.04307246,15.3970528,4.01506042,3.93727469,0.840428591,0.0393734,0.0393734,nan
unmodeled,z-vertical,0.1,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.528566599,0.395269334,0.314982295,0.731323659,0.277739197,0.195561931,0.533116937,0.0563843623,0.000125783146,2.15460348,14.6190376,3.70567393,4.49677038,1.10304594,0.0460494,0.0460494,nan
unmodeled,z-vertical,0.1,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00932384841,0.00901014544,0.0113691986,0.0172445811,0.316649705,0.126112387,0.662950277,0.0581520274,0.000100008132,0.0499124601,22.7782764,4.210814,1.51932836,0.0888603628,0.0133853,0.0133853,nan
unmodeled,z-vertical,0.1,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0640137941,0.0478335768,0.0603198521,0.100121439,0.154730007,0.166284457,0.408872128,0.0382829309,0.000114978728,0.385561794,15.6446657,4.0213232,2.32575345,0.438215584,0.036426,0.036426,nan
unmodeled,z-vertical,0.1,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.222283706,0.153768852,0.158145651,0.313153237,0.213272899,0.157302737,0.578365803,0.0440019108,0.000124561382,1.04037023,15.200901,3.95364118,3.67554021,0.908198357,0.0487928,0.0487928,nan
unmodeled,z-vertical,0.1,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.534065187,0.383828074,0.314353228,0.728949666,0.309561819,0.20930554,0.429749161,0.0619475916,0.000128043961,2.16781425,14.5009298,3.69827318,4.32255268,1.31851602,0.0572694,0.0572694,nan
unmodeled,z-vertical,0.2,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.00986907911,0.00965880603,0.0114638908,0.0179474801,0.311487079,0.125789955,0.505805731,0.0572964475,0.00010434469,0.0534430593,21.4506645,4.24588537,1.53012741,0.00927156303,0.0277413,0.0277413,nan
unmodeled,z-vertical,0.2,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0637359545,0.0503484495,0.0614883155,0.10187272,0.155855909,0.165057495,0.552577913,0.0383701324,0.000111407047,0.390963972,15.7273607,4.09922075,2.50595093,0.395134002,0.0596331,0.0596331,nan
unmodeled,z-vertical,0.2,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.224896923,0.152014703,0.160652578,0.315430403,0.229308337,0.160991371,0.764296591,0.0468190759,0.000131853812,1.04307246,15.4018621,4.01631451,3.93736982,0.84043926,0.0787468,0.0787468,nan
unmodeled,z-vertical,0.2,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.523165345,0.392667979,0.315094769,0.726068079,0.271619081,0.194448665,0.51991111,0.0554293133,0.000125721155,2.15460348,14.624258,3.70699716,4.49674082,1.10289919,0.0920987,0.0920987,nan
unmodeled,z-vertical,0.2,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00967364758,0.00953483023,0.0113657247,0.0177107919,0.316864997,0.125411227,0.676378787,0.0581375398,9.99831027e-05,0.0499124601,22.7713184,4.20952749,1.51934814,0.0888592079,0.0267706,0.0267706,nan
unmodeled,z-vertical,0.2,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0625196844,0.0484778769,0.0603209324,0.0994858295,0.151122585,0.16555284,0.390068561,0.0377700552,0.00011472241,0.385561794,15.6449451,4.02139521,2.32570124,0.438533962,0.072852,0.072852,nan
unmodeled,z-vertical,0.2,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.218530655,0.153040186,0.158215091,0.310175687,0.221435711,0.158171967,0.576359034,0.04523094,0.000125923529,1.04037023,15.2075758,3.95537734,3.67570114,0.908106923,0.0975856,0.0975856,nan
unmodeled,z-vertical,0.2,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.528601468,0.381505013,0.314515233,0.723799288,0.300403446,0.207767636,0.418218344,0.0605150908,0.000127828098,2.16781425,14.5084028,3.7001791,4.32252884,1.31873393,0.114539,0.114539,nan
unmodeled,z-vertical,0.3,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.011100037,0.0106717236,0.0114614079,0.0191953219,0.311571658,0.125062481,0.517506957,0.0572586171,0.000104340797,0.0534430593,21.4460182,4.24496555,1.53022444,0.00927164778,0.0416119,0.0416119,nan
unmodeled,z-vertical,0.3,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0627705604,0.0515451655,0.0614827424,0.101868421,0.15337497,0.164646238,0.535476327,0.0380291156,0.000111302987,0.390963972,15.7259359,4.0988493,2.50585437,0.395286143,0.0894497,0.0894497,nan
unmodeled,z-vertical,0.3,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.221394286,0.151657209,0.160706744,0.31279704,0.234648392,0.161387801,0.760746002,0.0476095267,0.000132890244,1.04307246,15.4070549,4.01766872,3.93745399,0.840420783,0.11812,0.11812,nan
unmodeled,z-vertical,0.3,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.518212855,0.390427858,0.315214485,0.721345007,0.26543656,0.193330765,0.506806195,0.054468751,0.000125689927,2.15460348,14.6298141,3.70840573,4.49670696,1.10260534,0.138148,0.138148,nan
unmodeled,z-vertical,0.3,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0106050791,0.0105228797,0.0113639636,0.018770678,0.318623155,0.124724478,0.689073265,0.0583706461,9.99741678e-05,0.0499124601,22.7677898,4.20887518,1.51935518,0.0881217867,0.0401558,0.0401558,nan
unmodeled,z-vertical,0.3,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0623789765,0.0503912345,0.0603305027,0.100350298,0.147483915,0.16489476,0.371943384,0.0372678898,0.000114473085,0.385561794,15.6474276,4.02203321,2.32561707,0.438518077,0.109278,0.109278,nan
unmodeled,z-vertical,0.3,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.215529904,0.153275684,0.158306628,0.308232963,0.229587674,0.159095824,0.574810743,0.0464731194,0.000127322593,1.04037023,15.2163744,3.95766568,3.67581892,0.908282101,0.146378,0.146378,nan
unmodeled,z-vertical,0.3,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.52373004,0.379692405,0.314690769,0.719367564,0.291161656,0.206243813,0.407224417,0.0590792969,0.000127634426,2.16781425,14.5165005,3.70224428,4.32245541,1.31902862,0.171808,0.171808,nan
