arm,family,record,axis,settle_own_s,settle_usable_s,peak_err_m,peak_t_s,ss_err_rms_m,ss_ref_rms_m,ss_ratio
no-engine,NLO,wave_data_fenton_H4.000_L112.766_A0.00_P30.00,z,106.201,113.667,4.71497,36.8437,0.370961,1.46837,0.252635
no-engine,TFG,wave_data_fenton_H4.000_L112.766_A0.00_P30.00,x,137.043,142.298,10.8544,61.4989,0.323011,1.06918,0.302111
no-engine,TFG,wave_data_fenton_H4.000_L112.766_A0.00_P30.00,y,97.3761,180,1.87864,58.8584,0.162046,0,nan
no-engine,TFG,wave_data_fenton_H4.000_L112.766_A0.00_P30.00,z,129.506,126.455,12.0989,76.3127,0.20168,1.46837,0.13735
no-engine,PII,wave_data_fenton_H4.000_L112.766_A0.00_P30.00,z,23.589,53.9973,3.79963,8.90516,0.391226,1.46837,0.266436
no-engine,OU-II,wave_data_fenton_H4.000_L112.766_A0.00_P30.00,x,48.2861,171.737,1.94537,38.329,0.435134,1.06918,0.40698
no-engine,OU-II,wave_data_fenton_H4.000_L112.766_A0.00_P30.00,y,0,180,0.371971,164.054,0.167857,0,nan
no-engine,OU-II,wave_data_fenton_H4.000_L112.766_A0.00_P30.00,z,180,180,28.3381,126.535,0.346067,1.46837,0.235681
no-engine,OU-III,wave_data_fenton_H4.000_L112.766_A0.00_P30.00,x,156.807,158.985,3.44822,44.5253,0.32029,1.06918,0.299566
no-engine,OU-III,wave_data_fenton_H4.000_L112.766_A0.00_P30.00,y,0,180,0.476714,126.72,0.227429,0,nan
no-engine,OU-III,wave_data_fenton_H4.000_L112.766_A0.00_P30.00,z,180,180,10.8899,88.6609,0.197848,1.46837,0.13474
no-engine,NLO,wave_data_fenton_H8.500_L202.839_A0.00_P72.00,x,104.722,180,12.5721,68.7718,3.7795,2.5493,1.48256
no-engine,NLO,wave_data_fenton_H8.500_L202.839_A0.00_P72.00,y,148.514,180,44.148,22.7392,3.71264,0,nan
no-engine,NLO,wave_data_fenton_H8.500_L202.839_A0.00_P72.00,z,58.4983,59.6835,5.72264,3.95504,0.789044,3.06624,0.257333
no-engine,TFG,wave_data_fenton_H8.500_L202.839_A0.00_P72.00,x,180,180,64.4903,69.6164,0.776508,2.5493,0.304597
no-engine,TFG,wave_data_fenton_H8.500_L202.839_A0.00_P72.00,y,168.178,180,31.5153,78.2316,0.56684,0,nan
no-engine,TFG,wave_data_fenton_H8.500_L202.839_A0.00_P72.00,z,180,157.763,31.4006,84.2333,0.449547,3.06624,0.146612
no-engine,PII,wave_data_fenton_H8.500_L202.839_A0.00_P72.00,z,47.2309,59.4135,7.59885,5.60008,0.980117,3.06624,0.319648
no-engine,OU-II,wave_data_fenton_H8.500_L202.839_A0.00_P72.00,x,92.104,171.021,5.2714,47.4109,1.08051,2.5493,0.423846
no-engine,OU-II,wave_data_fenton_H8.500_L202.839_A0.00_P72.00,y,0,180,0.767493,174.805,0.319875,0,nan
no-engine,OU-II,wave_data_fenton_H8.500_L202.839_A0.00_P72.00,z,180,180,43.2664,130.747,0.714112,3.06624,0.232895
no-engine,OU-III,wave_data_fenton_H8.500_L202.839_A0.00_P72.00,x,82.0346,160.951,9.84464,49.3063,0.777416,2.5493,0.304953
no-engine,OU-III,wave_data_fenton_H8.500_L202.839_A0.00_P72.00,y,168.994,180,1.30916,46.4407,0.472608,0,nan
no-engine,OU-III,wave_data_fenton_H8.500_L202.839_A0.00_P72.00,z,180,180,24.628,119.129,0.399361,3.06624,0.130245
no-engine,NLO,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00,x,180,180,8.10786,44.29,0.0822204,0.0093565,8.78752
no-engine,NLO,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00,y,142.605,180,0.67935,64.55,0.0675597,0.00416606,16.2167
no-engine,NLO,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00,z,180,180,1.25683,24.905,0.0187438,0.0534438,0.35072
no-engine,TFG,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00,x,145.315,180,0.147316,45.895,0.00960333,0.0093565,1.02638
no-engine,TFG,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00,y,126.385,180,0.0874799,38.545,0.0087612,0.00416606,2.10299
no-engine,TFG,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00,z,90.28,83.705,1.15121,49.36,0.0118341,0.0534438,0.221431
no-engine,PII,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00,z,180,180,1.06255,19.71,0.0100675,0.0534438,0.188375
no-engine,OU-II,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00,x,151.54,180,0.0503125,83.075,0.00884718,0.0093565,0.945565
no-engine,OU-II,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00,y,127.075,180,0.0345371,79.185,0.00702721,0.00416606,1.68678
no-engine,OU-II,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00,z,148.59,151.685,2.99396,92.425,0.01625,0.0534438,0.304057
no-engine,OU-III,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00,x,150.73,180,0.0433997,35.35,0.00912931,0.0093565,0.975718
no-engine,OU-III,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00,y,125.685,180,0.0377781,78.085,0.00908384,0.00416606,2.18044
no-engine,OU-III,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00,z,138.4,137.475,1.30417,89.5,0.0114735,0.0534438,0.214683
no-engine,NLO,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00,x,180,180,6.68214,41.38,0.376414,0.164758,2.28465
no-engine,NLO,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00,y,114.8,180,6.99606,21.63,0.355255,0.0717974,4.94802
no-engine,NLO,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00,z,99.025,164.1,1.17573,15.5,0.103237,0.390974,0.264051
no-engine,TFG,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00,x,84.425,172.62,1.17454,49.395,0.0678622,0.164758,0.41189
no-engine,TFG,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00,y,57.16,167.84,0.35834,40.585,0.0494757,0.0717974,0.689101
no-engine,TFG,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00,z,97.895,87.64,2.77332,68.155,0.0628106,0.390974,0.160652
no-engine,PII,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00,z,131.145,164.055,1.29585,23.5,0.0834826,0.390974,0.213525
no-engine,OU-II,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00,x,151.385,180,0.426491,13.275,0.0837322,0.164758,0.508213
no-engine,OU-II,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00,y,0,180,0.142762,36.475,0.0598697,0.0717974,0.83387
no-engine,OU-II,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00,z,180,180,8.30617,107.395,0.0994354,0.390974,0.254328
no-engine,OU-III,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00,x,146.865,162.195,0.426491,13.275,0.069288,0.164758,0.420544
no-engine,OU-III,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00,y,39.735,180,0.253417,40.095,0.0617622,0.0717974,0.860228
no-engine,OU-III,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00,z,152.07,157.74,2.87903,106.68,0.0614892,0.390974,0.157272
no-engine,NLO,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00,x,180,180,6.61847,41.73,0.980685,0.588407,1.66668
no-engine,NLO,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00,y,0,180,1.87438,171.075,1.05013,0.31177,3.36828
no-engine,NLO,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00,z,57.02,55.86,2.24336,15.315,0.275736,1.04309,0.264346
no-engine,TFG,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00,x,67.31,166.1,1.42848,54.895,0.232739,0.588407,0.395541
no-engine,TFG,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00,y,78.44,173.535,0.647373,55.295,0.150338,0.31177,0.482208
no-engine,TFG,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00,z,113.7,112.9,8.31278,71.81,0.161467,1.04309,0.154797
no-engine,PII,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00,z,32.09,86.01,2.11032,13.25,0.245453,1.04309,0.235313
no-engine,OU-II,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00,x,21.425,174.655,1.35417,16.195,0.26954,0.588407,0.458085
no-engine,OU-II,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00,y,0,180,0.551296,16.85,0.179964,0.31177,0.577234
no-engine,OU-II,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00,z,180,180,18.0937,121.665,0.253989,1.04309,0.243497
no-engine,OU-III,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00,x,52.675,166.135,1.35417,16.195,0.233531,0.588407,0.396887
no-engine,OU-III,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00,y,56.39,180,0.6171,55.105,0.173234,0.31177,0.555647
no-engine,OU-III,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00,z,174.36,180,6.39865,85.835,0.160708,1.04309,0.15407
no-engine,NLO,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00,x,115.34,180,13.5563,67.835,3.06671,1.37091,2.23699
no-engine,NLO,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00,y,0,180,7.2417,12.975,2.81914,0.834743,3.37726
no-engine,NLO,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00,z,9.715,115.68,2.34408,4.13,0.584721,2.15465,0.271377
no-engine,TFG,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00,x,135.695,164.295,6.16214,55.6,0.533628,1.37091,0.389251
no-engine,TFG,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00,y,86.105,180,3.70221,51.25,0.40949,0.834743,0.490558
no-engine,TFG,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00,z,135.145,138.64,11.283,78.86,0.316756,2.15465,0.147011
no-engine,PII,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00,z,22.06,117.265,3.97336,6.08,0.640804,2.15465,0.297406
no-engine,OU-II,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00,x,46.72,180,2.50879,12.81,0.626425,1.37091,0.456941
no-engine,OU-II,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00,y,0,180,1.14694,174.105,0.443861,0.834743,0.531734
no-engine,OU-II,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00,z,180,180,43.9217,128.93,0.514008,2.15465,0.238558
no-engine,OU-III,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00,x,103.04,170.42,4.2314,48.375,0.52417,1.37091,0.382351
no-engine,OU-III,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00,y,64.6,172.49,1.96528,58.875,0.409661,0.834743,0.490763
no-engine,OU-III,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00,z,180,180,14.7699,122.765,0.315284,2.15465,0.146328
no-engine,NLO,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00,x,180,180,8.04671,44.295,0.0976301,0.00881329,11.0776
no-engine,NLO,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00,y,142.065,180,0.78121,64.475,0.088273,0.00430303,20.5141
no-engine,NLO,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00,z,180,180,1.28436,25.055,0.0198139,0.0499133,0.396966
no-engine,TFG,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00,x,145.53,180,0.179702,46.75,0.0095368,0.00881329,1.08209
no-engine,TFG,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00,y,135.34,180,0.0970062,38.54,0.00866398,0.00430303,2.01346
no-engine,TFG,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00,z,94.48,85.155,1.31049,50.72,0.0117018,0.0499133,0.234441
no-engine,PII,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00,z,180,180,1.06637,19.65,0.0103069,0.0499133,0.206496
no-engine,OU-II,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00,x,151.2,180,0.0504864,82.89,0.00852232,0.00881329,0.966985
no-engine,OU-II,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00,y,127.65,180,0.0330732,78.985,0.00682255,0.00430303,1.58552
no-engine,OU-II,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00,z,148.805,154.465,3.20352,92.405,0.015679,0.0499133,0.314125
no-engine,OU-III,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00,x,149.74,180,0.0437523,35.355,0.00917347,0.00881329,1.04087
no-engine,OU-III,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00,y,126.07,180,0.0373626,120.165,0.00901436,0.00430303,2.09489
no-engine,OU-III,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00,z,138.55,137.61,1.33636,93.03,0.0113752,0.0499133,0.2279
no-engine,NLO,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00,x,137.085,180,4.76583,35.905,0.328272,0.153151,2.14346
no-engine,NLO,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00,y,99.815,180,5.01973,21.455,0.302466,0.0700075,4.32048
no-engine,NLO,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00,z,104.705,153.67,1.00805,21.095,0.102108,0.385568,0.264824
no-engine,TFG,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00,x,85.405,180,1.26474,48.935,0.0660677,0.153151,0.43139
no-engine,TFG,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00,y,56.415,168.265,0.336032,40.475,0.04791,0.0700075,0.684355
no-engine,TFG,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00,z,96.755,87.085,2.65371,67.975,0.0613631,0.385568,0.15915
no-engine,PII,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00,z,131.605,162.075,1.33855,19.335,0.083016,0.385568,0.215309
no-engine,OU-II,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00,x,152.295,180,0.410831,13.245,0.0798423,0.153151,0.521332
no-engine,OU-II,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00,y,0,180,0.149309,14.04,0.0576301,0.0700075,0.823199
no-engine,OU-II,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00,z,180,180,7.17973,107.335,0.0964742,0.385568,0.250213
no-engine,OU-III,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00,x,147.195,180,0.410831,13.245,0.0669355,0.153151,0.437057
no-engine,OU-III,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00,y,39.375,180,0.23116,40.085,0.0585484,0.0700075,0.836316
no-engine,OU-III,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00,z,148.81,146.83,2.49558,107.315,0.0603529,0.385568,0.15653
no-engine,NLO,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00,x,180,180,6.89883,59.265,0.88009,0.560847,1.56922
no-engine,NLO,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00,y,0,180,2.23999,171.15,0.929093,0.299668,3.10041
no-engine,NLO,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00,z,22.16,48.865,1.64251,15.525,0.27465,1.04039,0.263988
no-engine,TFG,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00,x,89.93,165.86,2.17716,54.59,0.228932,0.560847,0.408189
no-engine,TFG,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00,y,85.735,180,1.0114,55.11,0.151869,0.299668,0.506792
no-engine,TFG,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00,z,112.24,111.185,7.74046,71.36,0.159183,1.04039,0.153003
no-engine,PII,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00,z,32.19,48.91,2.09992,13.23,0.244447,1.04039,0.234957
no-engine,OU-II,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00,x,21.535,174.06,1.42416,13.015,0.258698,0.560847,0.461262
no-engine,OU-II,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00,y,17.91,180,0.571041,16.87,0.176159,0.299668,0.587848
no-engine,OU-II,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00,z,180,180,16.5239,117.595,0.247945,1.04039,0.238319
no-engine,OU-III,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00,x,52.86,165.83,1.42416,13.015,0.226607,0.560847,0.404045
no-engine,OU-III,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00,y,54.505,180,0.571041,16.87,0.166479,0.299668,0.555546
no-engine,OU-III,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00,z,169.87,168.265,5.67969,85.78,0.158209,1.04039,0.152067
no-engine,NLO,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00,x,116.095,180,11.0327,67.84,2.79763,1.3507,2.07125
no-engine,NLO,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00,y,0,180,6.83021,100.49,2.5745,0.791531,3.25255
no-engine,NLO,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00,z,54.52,116.69,4.03293,12.045,0.601709,2.16785,0.27756
no-engine,TFG,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00,x,138.265,180,9.61512,55.565,0.541627,1.3507,0.400998
no-engine,TFG,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00,y,90.375,180,5.2826,51.27,0.402411,0.791531,0.508396
no-engine,TFG,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00,z,134.005,136,13.6206,78.385,0.317077,2.16785,0.146263
no-engine,PII,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00,z,21,163.8,4.29265,6.045,0.743663,2.16785,0.343042
no-engine,OU-II,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00,x,51.72,180,2.86562,12.815,0.614417,1.3507,0.454889
no-engine,OU-II,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00,y,0,180,1.19045,13.9,0.425375,0.791531,0.537408
no-engine,OU-II,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00,z,180,180,37.9263,129.105,0.508259,2.16785,0.234453
no-engine,OU-III,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00,x,103.63,167.275,4.57327,48.37,0.527053,1.3507,0.390209
no-engine,OU-III,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00,y,65.295,180,2.27668,58.79,0.390483,0.791531,0.493326
no-engine,OU-III,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00,z,180,180,12.8258,122.215,0.314744,2.16785,0.145187
