family,tuning_mode,aw_cov_sync,input,window_s,samples,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,disp_x_pct_hs,disp_y_pct_hs,disp_z_pct_hs,disp_3d_pct_refmax,disp_z_ref_rms_m,disp_z_pct_refrms,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,dir_travel_error_deg,dir_travel_rmse_deg,dir_travel_correct_pct,dir_travel_wrong_pct,dir_travel_unresolved_pct,dir_axis_mean_deg,dir_axis_truth_deg,dir_axis_error_deg,dir_axis_rmse_deg,dir_axis_circ_std_deg,dir_sense_forward_pct,dir_sense_reverse_pct,dir_sense_uncertain_pct,dir_sense_dominant_pct,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,tau_applied_s,sigma_applied_mps2,tuning_applied,wave_period_s,frequency_hz,period_s,accel_variance_m2ps4,dir_axis_abs_error_deg,dir_travel_abs_error_deg,hs_m,rpm,arm,regression_exit_code
OU-III,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.228571236,0.164821073,0.158135548,0.323137194,5.71428108,4.12052679,3.95338869,7.98676252,1.04037023,15.1999302,0.203780934,0.144196972,0.617355168,-10.3279181,17.0982609,94.8488922,0.174444452,4.97666693,19.2516022,30.0,-10.7483978,16.4817905,12.4262676,0.174444452,94.8488922,4.97666693,94.8488922,0.0410922132,0.000122546786,3.67536664,0.908064008,7.7905612,7.32536983,0.200000003,5.0,0.999155521,10.7483978,10.3279181,4.0,0,guard-only,0
OU-III,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.228571236,0.164821073,0.158135548,0.323137194,5.71428108,4.12052679,3.95338869,7.98676252,1.04037023,15.1999302,0.203780934,0.144196972,0.617355168,-1.88542092,14.8053741,95.3033371,0.024444446,4.67222214,27.5007935,30.0,-2.49920654,15.1755161,14.7977037,0.024444446,95.3033371,4.67222214,95.3033371,0.0410922132,0.000122546786,3.67536664,0.908064008,7.7905612,7.32536983,0.200000003,5.0,0.999155521,2.49920654,1.88542092,4.0,0,guard-and-rao,0
OU-III,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,10.7788162,11.0944748,2.82192183,15.7236605,269.470398,277.361877,70.5480423,388.631012,1.04037023,271.242065,6.66913414,2.49962568,104.217819,40.6152153,53.2742538,7.74555588,0.517777801,91.7366714,73.488678,30.0,43.488678,44.5770683,10.325304,7.74555588,0.517777801,91.7366714,7.74555588,0.389169186,0.255315185,3.67527556,0.909359336,7.79923153,7.32486057,0.200000003,5.0,0.999545753,43.488678,40.6152153,4.0,2400,unconditioned,1
OU-III,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.266073912,0.164249048,0.177290976,0.359451205,6.65184784,4.10622597,4.43227434,8.88431072,1.04037023,17.0411434,0.142120659,0.590754747,5.02278423,-10.1826468,23.2649803,86.5500031,1.05944443,12.3905554,18.8641663,30.0,-11.1358337,16.4129925,11.98666,86.5500031,1.05944443,12.3905554,86.5500031,0.106717318,0.000167296792,3.67580748,0.908908188,7.79660177,7.32736015,0.200000003,5.0,0.999902189,11.1358337,10.1826468,4.0,2400,guard-only,1
OU-III,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.266073912,0.164249048,0.177290976,0.359451205,6.65184784,4.10622597,4.43227434,8.88431072,1.04037023,17.0411434,0.142120659,0.590754747,5.02278423,-4.74270296,17.9419823,93.1988907,0.357777774,6.44333363,24.2315826,30.0,-5.76841736,16.8174171,15.35816,0.357777774,93.1988907,6.44333363,93.1988907,0.106717318,0.000167296792,3.67580748,0.908908188,7.79660177,7.32736015,0.200000003,5.0,0.999902189,5.76841736,4.74270296,4.0,2400,guard-and-rao,1
OU-III,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.518403113,0.394487053,0.31435433,0.72331214,6.09886026,4.64102411,3.69828606,9.60070705,2.16781425,14.5009804,0.313275963,0.197115734,0.42735368,12.5323191,27.3630066,90.2911148,1.29111111,8.41777802,-17.7357941,-30.0,12.2642059,24.0543156,19.2683163,90.2911148,1.29111111,8.41777802,90.2911148,0.0611553341,0.000127953099,4.32255459,1.31836534,16.6542664,8.77819252,0.200000003,5.0,2.10747409,12.2642059,12.5323191,8.5,0,unconditioned,1
OU-III,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.518403113,0.394487053,0.31435433,0.72331214,6.09886026,4.64102411,3.69828606,9.60070705,2.16781425,14.5009804,0.313275963,0.197115734,0.42735368,12.5323191,27.3630066,90.2911148,1.29111111,8.41777802,-17.7357941,-30.0,12.2642059,24.0543156,19.2683163,90.2911148,1.29111111,8.41777802,90.2911148,0.0611553341,0.000127953099,4.32255459,1.31836534,16.6542664,8.77819252,0.200000003,5.0,2.10747409,12.2642059,12.5323191,8.5,0,guard-only,1
OU-III,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.518403113,0.394487053,0.31435433,0.72331214,6.09886026,4.64102411,3.69828606,9.60070705,2.16781425,14.5009804,0.313275963,0.197115734,0.42735368,3.56814861,25.54739,95.664444,0.517777801,3.81777787,-25.5652924,-30.0,4.43470764,25.7401371,23.6367035,58.0050011,38.1772232,3.81777787,58.0050011,0.0611553341,0.000127953099,4.32255459,1.31836534,16.6542664,8.77819252,0.200000003,5.0,2.10747409,4.43470764,3.56814861,8.5,0,guard-and-rao,1
OU-III,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,23.7130375,22.1830044,7.13906527,33.2469559,278.976898,260.976532,83.9889984,441.295319,2.16781425,329.320892,8.12871456,2.75319672,103.296722,28.9182987,86.1003571,8.04555607,5.25666666,86.6977768,80.21875,-30.0,-69.78125,66.5046616,25.5325756,6.57777786,6.72444439,86.6977768,6.72444439,0.386047542,0.233616084,4.32261515,1.31895232,16.6659584,8.77802563,0.200000003,5.0,2.10778809,69.78125,28.9182987,8.5,2400,unconditioned,1
OU-III,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.583880007,0.4827438,0.352292269,0.835504234,6.86917639,5.67933893,4.1446147,11.0898609,2.16781425,16.2510357,0.324668109,0.467642665,3.87058234,12.2484045,24.3570423,87.6549988,0.699444473,11.6455555,-16.639679,-30.0,13.360321,24.2656422,18.7518406,19.7733345,68.5811157,11.6455555,68.5811157,0.0969843417,0.000192921754,4.32311058,1.31958318,16.6688061,8.7790699,0.200000003,5.0,2.1107955,13.360321,12.2484045,8.5,2400,guard-only,1
OU-III,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.583880007,0.4827438,0.352292269,0.835504234,6.86917639,5.67933893,4.1446147,11.0898609,2.16781425,16.2510357,0.324668109,0.467642665,3.87058234,2.90063572,24.6783524,95.542778,0.572777808,3.88444448,-25.2122192,-30.0,4.78778076,23.3993015,21.7884312,0.745000005,95.3705597,3.88444448,95.3705597,0.0969843417,0.000192921754,4.32311058,1.31958318,16.6688061,8.7790699,0.200000003,5.0,2.1107955,4.78778076,2.90063572,8.5,2400,guard-and-rao,1
