family,arm,engine,seed,record,live_s,seed_mps2,true_bz_at_live_mps2,x_startup_rms_m,x_gated_rms_m,x_ref_gated_rms_m,y_startup_rms_m,y_gated_rms_m,y_ref_gated_rms_m,z_startup_rms_m,z_gated_rms_m,z_ref_gated_rms_m,z_peak_300_m,z_ref_startup_rms_m,roll_startup_rms_deg,roll_gated_rms_deg,pitch_startup_rms_deg,pitch_gated_rms_deg,yaw_startup_rms_deg,yaw_gated_rms_deg
OU-III,deployed,on,202,jonswap_H4.000,31.8377,nan,-0.0581087,0.289569,0.249001,0.588407,0.187184,0.152575,0.311768,2.50429,0.174377,1.04309,3.82192,0.831127,0.233819,0.309724,0.334025,0.67892,3.48933,4.93993
OU-III,deployed,on,202,jonswap_H8.500,31.8377,nan,-0.0581087,0.915325,0.504953,1.3709,0.595887,0.482933,0.834738,5.47255,0.344801,2.15464,9.41357,1.74296,0.24924,0.456631,0.546328,0.557989,3.97357,6.10916
OU-III,deployed,on,202,pmstokes_H0.270,31.8377,nan,-0.0581087,0.00898688,0.00900121,0.00881326,0.00908083,0.00823538,0.00430301,0.236032,0.013124,0.0499133,0.373563,0.0498557,0.231064,0.324889,0.26304,0.130377,1.13025,1.21908
OU-III,deployed,on,202,pmstokes_H1.500,31.8377,nan,-0.0581087,0.0892408,0.0664889,0.15315,0.0653788,0.061818,0.0700072,0.966787,0.0682504,0.385566,1.53797,0.347642,0.237643,0.339322,0.294725,0.698518,4.01647,6.63906
OU-III,deployed,on,202,pmstokes_H4.000,31.8377,nan,-0.0581087,0.307663,0.251598,0.560845,0.194135,0.160537,0.299666,2.35282,0.176897,1.04038,3.7087,0.84498,0.231221,0.269481,0.347919,0.531352,2.81789,3.72106
OU-III,deployed,on,202,pmstokes_H8.500,31.8377,nan,-0.0581087,1.04995,0.523191,1.35069,0.694442,0.482208,0.791527,5.25765,0.357462,2.16784,8.56772,1.78784,0.280146,0.511814,0.537364,0.413888,3.31749,5.36387
OU-III,deployed,on,3033,gerstner_H0.270,31.8377,nan,-0.0569939,0.0123435,0.0115266,0.0159078,0.00991079,0.00919087,0,0.273754,0.0150194,0.078711,0.396448,0.0788203,0.0241077,0.0306933,0.0679078,0.482943,3.40093,3.17524
OU-III,deployed,on,3033,gerstner_H1.500,31.8377,nan,-0.0569939,0.184546,0.0889048,0.301023,0.0825974,0.0658968,0,1.6306,0.0822505,0.566316,2.61073,0.567006,0.0371139,0.0405274,0.266512,1.08047,1.81205,1.08979
OU-III,deployed,on,3033,gerstner_H4.000,32.6128,nan,-0.0573667,0.889396,0.314011,1.07262,0.195034,0.178388,0,4.12039,0.20922,1.46764,6.2939,1.4709,0.0645583,0.0507907,0.495578,1.09809,1.85642,1.14597
OU-III,deployed,on,3033,gerstner_H8.500,35.7334,nan,-0.0564954,2.54608,0.78934,2.55542,0.523812,0.363283,0,9.05448,0.431212,3.06514,14.4943,3.08196,0.149835,0.0516688,0.829701,1.10941,2.07396,1.13645
OU-III,deployed,on,3033,cnoidal_H0.270,31.8377,nan,-0.0569939,0.0477588,0.0455399,0.030964,0.010748,0.010475,0,0.26905,0.0379576,0.0522243,0.459554,0.052182,0.0248264,0.0750479,0.0796845,0.224821,4.24382,4.57968
OU-III,deployed,on,3033,cnoidal_H1.500,31.8377,nan,-0.0569939,0.420336,0.416713,0.230151,0.0171803,0.020815,0,0.546902,0.464046,0.272238,1.02658,0.271661,0.0265072,0.0926629,0.247252,0.255001,4.0608,5.27805
OU-III,deployed,on,3033,cnoidal_H4.000,38.1339,nan,-0.0553756,1.11186,1.13352,0.659043,0.0339164,0.0542307,0,1.33374,1.34067,0.713867,2.43768,0.710129,0.0282375,0.106644,0.406775,0.835324,4.468,6.67845
OU-III,deployed,on,3033,cnoidal_H8.500,37.7239,nan,-0.0555118,2.07355,2.14554,1.41758,0.0287395,0.0546393,0,2.54738,2.68456,1.47381,4.46496,1.49164,0.0250359,0.135356,0.501283,0.502247,4.54506,5.46437
OU-III,deployed,on,3033,fenton_H0.270,31.8377,nan,-0.0570035,0.0132791,0.0114236,0.0158745,0.010561,0.00915702,0,0.328777,0.0148576,0.078717,0.692125,0.0787619,0.0240529,0.0306132,0.0739327,0.482096,3.34746,3.18175
OU-III,deployed,on,3033,fenton_H1.500,31.8377,nan,-0.0570035,0.217704,0.0869744,0.299977,0.0731972,0.0661179,0,1.64772,0.0806333,0.566739,2.80472,0.566402,0.0535065,0.0390513,0.277735,1.07269,1.77656,1.06502
OU-III,deployed,on,3033,fenton_H4.000,37.0687,nan,-0.056512,1.0271,0.307314,1.06918,0.313484,0.175557,0,4.16469,0.205752,1.46837,6.78963,1.471,0.110639,0.047001,0.971573,1.10534,2.54614,1.15377
OU-III,deployed,on,3033,fenton_H8.500,35.4784,nan,-0.0562756,2.75245,0.769653,2.5493,0.648233,0.365289,0,9.4737,0.421284,3.06624,14.1966,3.08274,0.142405,0.0594543,0.96695,1.09324,2.51704,1.11799
OU-III,deployed,on,3033,jonswap_H0.270,31.8377,nan,-0.0569939,0.00886625,0.00897609,0.00935647,0.00886998,0.00838062,0.00416604,0.231097,0.0131839,0.0534438,0.346603,0.0544531,0.02444,0.101798,0.0649008,0.299186,3.62015,1.4879
OU-III,deployed,on,3033,jonswap_H1.500,31.8377,nan,-0.0569939,0.0952389,0.0678517,0.164757,0.056495,0.0563906,0.0717971,1.04834,0.0681609,0.390972,1.72526,0.352913,0.045905,0.0669096,0.166198,1.01482,1.7346,2.87562
OU-III,deployed,on,3033,jonswap_H4.000,31.8377,nan,-0.0569939,0.282001,0.244042,0.588407,0.19742,0.152182,0.311768,2.45141,0.174949,1.04309,3.74855,0.831127,0.0696947,0.0882867,0.239974,0.911933,1.86584,3.30297
OU-III,deployed,on,3033,jonswap_H8.500,31.8377,nan,-0.0569939,0.958032,0.540077,1.3709,0.516845,0.415945,0.834738,5.36309,0.348338,2.15464,9.23947,1.74296,0.153886,0.198023,0.490135,0.812854,2.07344,2.19435
OU-III,deployed,on,3033,pmstokes_H0.270,31.8377,nan,-0.0569939,0.00899491,0.00897481,0.00881326,0.00881024,0.00832316,0.00430301,0.229712,0.0131757,0.0499133,0.363701,0.0498557,0.0242495,0.10259,0.065332,0.291446,3.69231,1.81093
OU-III,deployed,on,3033,pmstokes_H1.500,31.8377,nan,-0.0569939,0.0926441,0.0695863,0.15315,0.0554683,0.0562377,0.0700072,0.94683,0.0686312,0.385566,1.5094,0.347642,0.046417,0.0777968,0.166596,0.950538,1.9037,2.67424
OU-III,deployed,on,3033,pmstokes_H4.000,31.8377,nan,-0.0569939,0.298714,0.246732,0.560845,0.20635,0.161841,0.299666,2.30303,0.177482,1.04038,3.63909,0.84498,0.0778162,0.0623073,0.223187,0.764174,2.17614,2.19379
OU-III,deployed,on,3033,pmstokes_H8.500,31.8377,nan,-0.0569939,1.10127,0.569902,1.35069,0.610586,0.418077,0.791527,5.15315,0.360634,2.16784,8.41102,1.78784,0.210954,0.26304,0.482611,0.65897,2.48139,1.54664
OU-III,seed,off,default,gerstner_H0.270,31.8377,0.0695104,0.0482045,0.0182974,0.0109015,0.0159078,0.0197561,0.0107491,0,0.332729,0.0136938,0.078711,0.607724,0.0788203,0.056513,0.192208,0.129948,0.0884947,2.72295,1.87891
OU-III,seed,off,default,gerstner_H1.500,31.8377,0.065946,0.0482045,0.167509,0.0981284,0.301023,0.0982371,0.0829355,0,0.95486,0.078382,0.566316,1.64247,0.567006,0.0743232,0.199864,0.147203,0.0933414,2.69093,1.8723
OU-III,seed,off,default,gerstner_H4.000,32.8928,0.0625808,0.0480436,0.873028,0.327205,1.07262,0.262162,0.226548,0,1.93624,0.20141,1.46764,3.60301,1.4709,0.100506,0.203419,0.423345,0.177611,3.01265,2.05607
OU-III,seed,off,default,gerstner_H8.500,36.0235,0.0895722,0.0491264,2.37546,0.795295,2.55542,0.661228,0.475775,0,12.892,0.409361,3.06514,20.2459,3.08196,0.125222,0.202953,0.849024,0.164725,3.37442,2.01544
OU-III,seed,off,default,cnoidal_H0.270,33.1829,0.0686709,0.0480103,0.0445703,0.0432826,0.030964,0.0134485,0.011222,0,0.207603,0.0262777,0.0522243,0.318304,0.052182,0.0449048,0.197284,0.156763,0.100622,2.73451,1.83802
OU-III,seed,off,default,cnoidal_H1.500,35.8735,0.0682275,0.0492018,0.43675,0.438299,0.230151,0.0200699,0.0219941,0,0.39407,0.374415,0.272238,0.943465,0.271661,0.0467929,0.213486,0.279048,0.891784,2.47243,3.35364
OU-III,seed,off,default,cnoidal_H4.000,39.6393,0.064724,0.0497179,1.179,1.19349,0.659043,0.0366364,0.0668125,0,1.1204,1.34933,0.713867,2.18226,0.710129,0.0451702,0.185342,0.512136,2.10544,3.25159,6.66859
OU-III,seed,off,default,cnoidal_H8.500,36.5686,0.0878017,0.0490855,2.18487,2.28154,1.41758,0.0414792,0.0934896,0,2.96586,3.38586,1.47381,6.33334,1.49164,0.0446939,0.191298,0.531899,2.08215,2.72897,6.50768
OU-III,seed,off,default,fenton_H0.270,31.8377,0.0616662,0.0482048,0.0173902,0.0107779,0.0158745,0.0156395,0.0106608,0,0.174249,0.0135761,0.078717,0.31245,0.0787619,0.0496531,0.189081,0.173352,0.125027,2.81631,1.97581
OU-III,seed,off,default,fenton_H1.500,31.8377,0.0654051,0.0482048,0.178377,0.0961408,0.299977,0.0940453,0.0826319,0,0.891832,0.0766799,0.566739,1.5183,0.566402,0.0744049,0.1938,0.234401,0.169208,2.8895,2.06759
OU-III,seed,off,default,fenton_H4.000,32.5027,0.074223,0.048022,0.788126,0.319804,1.06918,0.244289,0.226332,0,3.62823,0.198366,1.46837,5.76832,1.471,0.0943203,0.209674,0.342348,0.0783266,2.66966,1.78797
OU-III,seed,off,default,fenton_H8.500,35.1533,0.063201,0.0490263,2.45201,0.77742,2.5493,0.590169,0.472576,0,4.99586,0.40066,3.06624,7.55484,3.08274,0.156791,0.221635,0.671844,0.120952,2.89064,1.89019
OU-III,seed,off,default,jonswap_H0.270,31.8377,0.0677432,0.0482045,0.0145251,0.00912762,0.00935647,0.0140294,0.0090819,0.00416604,0.262302,0.0114672,0.0534438,0.483917,0.0544531,0.0504206,0.311977,0.136572,0.102371,2.64016,0.45977
OU-III,seed,off,default,jonswap_H1.500,31.8377,0.0678928,0.0482045,0.0844289,0.0691611,0.164757,0.0686263,0.0618409,0.0717971,0.685212,0.0615122,0.390972,1.00925,0.352913,0.0839579,0.177303,0.135853,0.0850216,2.57476,0.29918
OU-III,seed,off,default,jonswap_H4.000,31.8377,0.067423,0.0482045,0.277386,0.233744,0.588407,0.213515,0.172612,0.311768,1.54957,0.160959,1.04309,2.62072,0.831127,0.0876725,0.241815,0.189865,0.0828036,2.495,0.966688
OU-III,seed,off,default,jonswap_H8.500,31.8377,0.0574212,0.0482045,1.07767,0.522657,1.3709,0.567279,0.41212,0.834738,1.37585,0.315569,2.15464,4.58702,1.74296,0.194432,0.306113,0.529451,0.0863319,2.44504,0.44391
OU-III,seed,off,default,pmstokes_H0.270,31.8377,0.0678141,0.0482045,0.0146494,0.00917195,0.00881326,0.0138693,0.00901228,0.00430301,0.271763,0.0113703,0.0499133,0.475487,0.0498557,0.0503839,0.316798,0.137846,0.102753,2.63973,0.617244
OU-III,seed,off,default,pmstokes_H1.500,31.8377,0.072386,0.0482045,0.0788328,0.0667778,0.15315,0.0663892,0.0586534,0.0700072,0.758211,0.0603787,0.385566,1.10439,0.347642,0.0808907,0.176044,0.122617,0.0737473,2.50673,0.218287
OU-III,seed,off,default,pmstokes_H4.000,31.8377,0.0742663,0.0482045,0.292188,0.226994,0.560845,0.210349,0.165695,0.299666,1.89616,0.158505,1.04038,2.97636,0.84498,0.099844,0.23053,0.210057,0.0725965,2.3958,0.785244
OU-III,seed,off,default,pmstokes_H8.500,31.8377,0.0587915,0.0482045,1.16706,0.524756,1.35069,0.641866,0.394271,0.791527,1.50011,0.315152,2.16784,5.32212,1.78784,0.252846,0.34892,0.499863,0.0802817,2.49511,0.611311
OU-III,seed,off,11,gerstner_H0.270,31.8377,0.011209,-0.0240258,0.0104952,0.0105892,0.0159078,0.0131696,0.00983378,0,0.340195,0.013171,0.078711,0.557897,0.0788203,0.319258,0.203621,0.205127,0.14,3.21735,3.76392
OU-III,seed,off,11,gerstner_H1.500,31.8377,0.00773947,-0.0240258,0.173156,0.0973926,0.301023,0.0942598,0.080602,0,1.8209,0.0726484,0.566316,2.92014,0.567006,0.341682,0.196523,0.247838,0.186695,3.25838,3.8564
OU-III,seed,off,11,gerstner_H4.000,35.7534,0.010744,-0.0236822,0.818462,0.320453,1.07262,0.241123,0.214237,0,5.09292,0.188815,1.46764,7.72314,1.4709,0.369501,0.195112,0.554484,0.216177,3.56859,3.88904
OU-III,seed,off,11,gerstner_H8.500,35.8134,0.0246179,-0.0236467,2.4669,0.784771,2.55542,0.609676,0.437055,0,15.8718,0.395576,3.06514,25.0183,3.08196,0.404917,0.205403,0.89937,0.210024,3.71588,3.85615
OU-III,seed,off,11,cnoidal_H0.270,31.8377,0.0086192,-0.0240258,0.046382,0.0431979,0.030964,0.0131117,0.0107436,0,0.305089,0.0259688,0.0522243,0.472408,0.052182,0.316084,0.200156,0.209654,0.145266,3.18975,3.72486
OU-III,seed,off,11,cnoidal_H1.500,34.9933,0.00607808,-0.0236104,0.438823,0.437946,0.230151,0.0167498,0.0232401,0,0.481863,0.374558,0.272238,1.02858,0.271661,0.320243,0.17992,0.319363,0.972681,2.8984,5.07873
OU-III,seed,off,11,cnoidal_H4.000,38.8991,-0.00372021,-0.0232109,1.17907,1.20057,0.659043,0.0294918,0.0793058,0,1.14216,1.3493,0.713867,2.11752,0.710129,0.321172,0.199039,0.546413,2.14248,3.60426,7.97337
OU-III,seed,off,11,cnoidal_H8.500,37.0587,0.0258937,-0.0235439,2.18823,2.26905,1.41758,0.0354656,0.110031,0,3.09884,3.38588,1.47381,6.606,1.49164,0.317224,0.177899,0.551,2.12447,3.60503,8.04526
OU-III,seed,off,11,fenton_H0.270,31.8377,0.00339831,-0.0240354,0.01052,0.010472,0.0158745,0.0126558,0.00979267,0,0.273362,0.0130616,0.078717,0.465498,0.0787619,0.320782,0.205137,0.212447,0.149658,3.23649,3.7847
OU-III,seed,off,11,fenton_H1.500,31.8377,0.00734569,-0.0240354,0.1735,0.0957333,0.299977,0.0946705,0.0807936,0,1.78702,0.0711929,0.566739,2.8837,0.566402,0.340018,0.197611,0.267975,0.200596,3.31507,3.88773
OU-III,seed,off,11,fenton_H4.000,34.2081,0.0168598,-0.0239491,0.777764,0.313789,1.06918,0.228768,0.210029,0,6.02412,0.185933,1.46837,9.15269,1.471,0.36217,0.198735,0.372022,0.17333,3.21929,3.80417
OU-III,seed,off,11,fenton_H8.500,35.3433,-0.000241555,-0.0233047,2.37638,0.766654,2.5493,0.516438,0.443071,0,8.29052,0.385855,3.06624,12.3195,3.08274,0.392303,0.195261,0.718577,0.23285,3.41889,3.90975
OU-III,seed,off,11,jonswap_H0.270,31.8377,0.00944328,-0.0240258,0.00836315,0.00876548,0.00935647,0.0103224,0.00842621,0.00416604,0.255329,0.011329,0.0534438,0.387624,0.0544531,0.313509,0.128536,0.205053,0.150115,3.02955,2.43165
OU-III,seed,off,11,jonswap_H1.500,31.8377,0.009881,-0.0240258,0.0872731,0.0716232,0.164757,0.0661954,0.0592036,0.0717971,1.24244,0.0575676,0.390972,2.01631,0.352913,0.326762,0.211376,0.223222,0.156566,3.16723,3.45555
OU-III,seed,off,11,jonswap_H4.000,31.8377,0.0101727,-0.0240258,0.264928,0.217462,0.588407,0.205062,0.177224,0.311768,2.95808,0.150825,1.04309,4.43371,0.831127,0.349122,0.172371,0.279672,0.161779,3.11344,2.14639
OU-III,seed,off,11,jonswap_H8.500,31.8377,0.000119391,-0.0240258,1.00003,0.547814,1.3709,0.520689,0.347762,0.834738,4.57115,0.304896,2.15464,7.40872,1.74296,0.388739,0.145784,0.546937,0.176075,2.9025,3.23427
OU-III,seed,off,11,pmstokes_H0.270,31.8377,0.00952024,-0.0240258,0.00852063,0.00885857,0.00881326,0.010289,0.0083894,0.00430301,0.253911,0.0112044,0.0499133,0.394093,0.0498557,0.313445,0.1264,0.205221,0.156008,3.0377,2.55764
OU-III,seed,off,11,pmstokes_H1.500,31.8377,0.0144324,-0.0240258,0.0821217,0.0693619,0.15315,0.0652419,0.0570039,0.0700072,1.25308,0.0571939,0.385566,1.95416,0.347642,0.327436,0.211858,0.220678,0.146815,3.13426,3.24066
OU-III,seed,off,11,pmstokes_H4.000,31.8377,0.0173323,-0.0240258,0.286558,0.212155,0.560845,0.205543,0.175704,0.299666,3.20265,0.150695,1.04038,4.7089,0.84498,0.348337,0.179317,0.297657,0.152212,3.06914,2.38119
OU-III,seed,off,11,pmstokes_H8.500,31.8377,0.00190798,-0.0240258,1.11881,0.548275,1.35069,0.609251,0.330497,0.791527,4.50662,0.308427,2.16784,6.84192,1.78784,0.415554,0.131134,0.531025,0.164837,2.94215,2.99314
OU-III,seed,off,23,gerstner_H0.270,31.8377,-0.00926108,-0.0488114,0.0109074,0.0105232,0.0159078,0.0127044,0.00986057,0,0.378977,0.0130986,0.078711,0.552798,0.0788203,0.535931,0.657955,0.0642935,0.120779,3.14473,2.70787
OU-III,seed,off,23,gerstner_H1.500,31.8377,-0.0126475,-0.0488114,0.170688,0.09637,0.301023,0.0921258,0.0796251,0,2.0814,0.0735718,0.566316,3.31492,0.567006,0.549667,0.681747,0.128535,0.0826762,3.09369,2.65627
OU-III,seed,off,23,gerstner_H4.000,32.7178,-0.0167486,-0.0490375,0.806371,0.317921,1.07262,0.209264,0.205764,0,4.80646,0.192448,1.46764,7.23402,1.4709,0.549888,0.694783,0.382763,0.0869795,3.12387,2.72604
OU-III,seed,off,23,gerstner_H8.500,35.7434,0.00207496,-0.0483697,2.43823,0.782002,2.55542,0.505172,0.407036,0,16.6843,0.404149,3.06514,26.3031,3.08196,0.543431,0.682308,0.825171,0.10796,3.25129,2.73717
OU-III,seed,off,23,cnoidal_H0.270,31.8377,-0.0118779,-0.0488114,0.0458141,0.0429122,0.030964,0.0130308,0.0107788,0,0.353868,0.0261402,0.0522243,0.56819,0.052182,0.535555,0.666989,0.0786899,0.135244,3.23501,2.85873
OU-III,seed,off,23,cnoidal_H1.500,31.8377,-0.0120892,-0.0488114,0.442241,0.438871,0.230151,0.0437736,0.0349151,0,0.546998,0.374549,0.272238,1.07762,0.271661,0.54094,0.668243,0.262921,0.722691,3.77469,2.16013
OU-III,seed,off,23,cnoidal_H4.000,38.6441,-0.0272205,-0.0473587,1.18466,1.20946,0.659043,0.100107,0.0570005,0,1.14738,1.34835,0.713867,2.08457,0.710129,0.528081,0.602323,0.439611,1.87293,4.34422,2.83702
OU-III,seed,off,23,cnoidal_H8.500,37.1687,0.00384576,-0.0481756,2.19048,2.27834,1.41758,0.155523,0.0951677,0,3.13322,3.37937,1.47381,6.65807,1.49164,0.517913,0.593213,0.553312,1.84128,4.46624,2.92618
OU-III,seed,off,23,fenton_H0.270,31.8377,-0.017089,-0.048821,0.0114405,0.0104091,0.0158745,0.0124809,0.00982245,0,0.346226,0.0129838,0.078717,0.679372,0.0787619,0.53847,0.65912,0.0684598,0.123094,3.15642,2.71609
OU-III,seed,off,23,fenton_H1.500,31.8377,-0.01314,-0.048821,0.17158,0.0946826,0.299977,0.0912161,0.0798832,0,2.05731,0.0721673,0.566739,3.33209,0.566402,0.552573,0.682324,0.150347,0.0915691,3.09918,2.68331
OU-III,seed,off,23,fenton_H4.000,33.738,-0.00350475,-0.0485361,0.792523,0.311386,1.06918,0.211463,0.202417,0,6.78018,0.189457,1.46837,10.2928,1.471,0.545845,0.685598,0.342166,0.10985,3.19905,2.73406
OU-III,seed,off,23,fenton_H8.500,35.4234,-0.0227997,-0.0480389,2.30739,0.765364,2.5493,0.433061,0.408713,0,9.06252,0.394925,3.06624,13.6186,3.08274,0.538548,0.698043,0.639795,0.081209,3.23485,2.60006
OU-III,seed,off,23,jonswap_H0.270,31.8377,-0.0111031,-0.0488114,0.00895962,0.0087875,0.00935647,0.0107873,0.00824853,0.00416604,0.30014,0.0109559,0.0534438,0.444993,0.0544531,0.536684,0.778168,0.0628123,0.118919,3.16218,1.89456
OU-III,seed,off,23,jonswap_H1.500,31.8377,-0.010505,-0.0488114,0.0815877,0.0681968,0.164757,0.0742347,0.0629753,0.0717971,1.41704,0.0583596,0.390972,2.278,0.352913,0.555613,0.659414,0.0883064,0.1106,3.18569,2.39247
OU-III,seed,off,23,jonswap_H4.000,31.8377,-0.0104845,-0.0488114,0.277597,0.225804,0.588407,0.171452,0.162925,0.311768,3.34008,0.154065,1.04309,4.98518,0.831127,0.553731,0.700206,0.171521,0.105844,2.86008,0.699679
OU-III,seed,off,23,jonswap_H8.500,31.8377,-0.0199656,-0.0488114,0.946928,0.50169,1.3709,0.613079,0.408659,0.834738,5.49435,0.305617,2.15464,8.89011,1.74296,0.533827,0.76275,0.483444,0.102624,3.68738,2.4391
OU-III,seed,off,23,pmstokes_H0.270,31.8377,-0.011024,-0.0488114,0.00910073,0.0089015,0.00881326,0.0108298,0.00819973,0.00430301,0.29832,0.0108601,0.0499133,0.456484,0.0498557,0.536517,0.781917,0.0628019,0.115577,3.1656,1.9035
OU-III,seed,off,23,pmstokes_H1.500,31.8377,-0.0059462,-0.0488114,0.0773567,0.065946,0.15315,0.0717139,0.0606556,0.0700072,1.40634,0.0579504,0.385566,2.18165,0.347642,0.556412,0.657247,0.0858309,0.119167,3.19284,2.43035
OU-III,seed,off,23,pmstokes_H4.000,31.8377,-0.00332181,-0.0488114,0.300977,0.221359,0.560845,0.175195,0.162486,0.299666,3.56195,0.153756,1.04038,5.23365,0.84498,0.556446,0.681396,0.201482,0.104751,2.83094,0.490185
OU-III,seed,off,23,pmstokes_H8.500,31.8377,-0.0178922,-0.0488114,1.05646,0.498747,1.35069,0.706225,0.402269,0.791527,5.41208,0.30881,2.16784,8.19422,1.78784,0.546876,0.800558,0.47956,0.113814,3.69832,2.65588
OU-III,seed,off,202,gerstner_H0.270,31.8377,-0.016778,-0.0581087,0.0108139,0.0106166,0.0159078,0.0114579,0.00970229,0,0.406813,0.0132731,0.078711,0.600742,0.0788203,0.227655,0.347567,0.263826,0.196439,0.194723,0.907169
OU-III,seed,off,202,gerstner_H1.500,31.8377,-0.020202,-0.0581087,0.172608,0.0980227,0.301023,0.0946433,0.0764095,0,2.16524,0.0732606,0.566316,3.44375,0.567006,0.234749,0.36455,0.309712,0.251136,0.325427,1.0291
OU-III,seed,off,202,gerstner_H4.000,33.4829,-0.0270391,-0.058146,0.865166,0.322181,1.07262,0.229523,0.193623,0,4.66101,0.190882,1.46764,7.02958,1.4709,0.237775,0.376315,0.529708,0.244681,0.980692,0.973118
OU-III,seed,off,202,gerstner_H8.500,35.7084,-0.00621721,-0.0575635,2.47446,0.789815,2.55542,0.547542,0.376733,0,16.9299,0.40134,3.06514,26.6602,3.08196,0.250799,0.363926,0.893432,0.238379,1.6481,0.950401
OU-III,seed,off,202,cnoidal_H0.270,31.8377,-0.0193957,-0.0581087,0.0459097,0.0431766,0.030964,0.0112813,0.010207,0,0.376155,0.0259725,0.0522243,0.611767,0.052182,0.228066,0.354137,0.25831,0.187675,0.178995,0.792778
OU-III,seed,off,202,cnoidal_H1.500,31.8377,-0.019619,-0.0581087,0.442033,0.43829,0.230151,0.0265101,0.0226754,0,0.560751,0.374476,0.272238,1.0882,0.271661,0.231623,0.368507,0.3177,0.981823,0.639459,2.63678
OU-III,seed,off,202,cnoidal_H4.000,38.554,-0.0357736,-0.0564041,1.18408,1.20552,0.659043,0.0600546,0.0657413,0,1.14846,1.34847,0.713867,2.07174,0.710129,0.220772,0.326298,0.579389,2.15972,2.16339,6.24322
OU-III,seed,off,202,cnoidal_H8.500,37.2388,-0.00421736,-0.0571982,2.19131,2.27518,1.41758,0.0822232,0.0830406,0,3.15293,3.37742,1.47381,6.77422,1.49164,0.215716,0.327542,0.561717,2.11527,1.79757,5.8112
OU-III,seed,off,202,fenton_H0.270,31.8377,-0.0245877,-0.0581183,0.0114354,0.0104972,0.0158745,0.0135534,0.00966525,0,0.38571,0.0131575,0.078717,0.779848,0.0787619,0.227923,0.348172,0.254977,0.191075,0.186288,0.891672
OU-III,seed,off,202,fenton_H1.500,31.8377,-0.0205618,-0.0581183,0.173041,0.0962733,0.299977,0.093891,0.0766666,0,2.15492,0.0718768,0.566739,3.50082,0.566402,0.236348,0.36467,0.298613,0.23298,0.453283,0.986393
OU-III,seed,off,202,fenton_H4.000,32.6828,-0.0125422,-0.0585043,0.823426,0.315514,1.06918,0.230277,0.190728,0,6.80837,0.187531,1.46837,10.2673,1.471,0.234006,0.364883,0.479661,0.235388,0.578085,0.966012
OU-III,seed,off,202,fenton_H8.500,35.4434,-0.030976,-0.057378,2.31224,0.772165,2.5493,0.492697,0.383651,0,9.32997,0.391012,3.06624,14.05,3.08274,0.233586,0.376712,0.741855,0.299986,1.13703,1.09247
OU-III,seed,off,202,jonswap_H0.270,31.8377,-0.0185892,-0.0581087,0.00901396,0.00880678,0.00935647,0.00956927,0.00828586,0.00416604,0.329441,0.0111571,0.0534438,0.49563,0.0544531,0.229215,0.471486,0.261292,0.202617,0.259876,0.497116
OU-III,seed,off,202,jonswap_H1.500,31.8377,-0.017942,-0.0581087,0.0842404,0.0695208,0.164757,0.0704574,0.0610529,0.0717971,1.47887,0.058129,0.390972,2.3715,0.352913,0.238908,0.344462,0.283198,0.213689,0.488433,1.1798
OU-III,seed,off,202,jonswap_H4.000,31.8377,-0.0176901,-0.0581087,0.270977,0.222523,0.588407,0.188044,0.167569,0.311768,3.4916,0.152347,1.04309,5.21503,0.831127,0.248371,0.38669,0.340459,0.226793,0.420969,0.660705
OU-III,seed,off,202,jonswap_H8.500,31.8377,-0.027343,-0.0581087,0.963035,0.512,1.3709,0.556962,0.388604,0.834738,5.81461,0.305332,2.15464,9.39038,1.74296,0.233172,0.444059,0.564122,0.243954,1.16181,1.46048
OU-III,seed,off,202,pmstokes_H0.270,31.8377,-0.0185106,-0.0581087,0.00909817,0.00891364,0.00881326,0.00965305,0.0082491,0.00430301,0.328529,0.011058,0.0499133,0.508072,0.0498557,0.229169,0.473773,0.260275,0.205337,0.239601,0.593054
OU-III,seed,off,202,pmstokes_H1.500,31.8377,-0.0133748,-0.0581087,0.0793078,0.0672505,0.15315,0.0688111,0.0588845,0.0700072,1.46341,0.057736,0.385566,2.26417,0.347642,0.2403,0.343384,0.284889,0.206215,0.501423,1.24648
OU-III,seed,off,202,pmstokes_H4.000,31.8377,-0.0104551,-0.0581087,0.293255,0.217083,0.560845,0.189956,0.166461,0.299666,3.70439,0.152272,1.04038,5.44139,0.84498,0.252092,0.369029,0.359932,0.225185,0.423178,0.891918
OU-III,seed,off,202,pmstokes_H8.500,31.8377,-0.0252461,-0.0581087,1.08095,0.508899,1.35069,0.653249,0.380698,0.791527,5.71698,0.308377,2.16784,8.65002,1.78784,0.259648,0.481707,0.553662,0.231779,1.27171,1.69608
OU-III,seed,off,3033,gerstner_H0.270,31.8377,-0.0157762,-0.0569939,0.0112325,0.0105135,0.0159078,0.0111065,0.00984897,0,0.401894,0.0131081,0.078711,0.591373,0.0788203,0.0283434,0.138191,0.0630826,0.125817,4.71152,5.29665
OU-III,seed,off,3033,gerstner_H1.500,31.8377,-0.0191454,-0.0569939,0.17289,0.0962543,0.301023,0.0905384,0.0828322,0,2.15348,0.0737076,0.566316,3.42512,0.567006,0.0435029,0.149609,0.127928,0.0811523,4.74654,5.39714
