family,arm,engine,seed,record,live_s,seed_mps2,true_bz_at_live_mps2,x_startup_rms_m,x_gated_rms_m,x_ref_gated_rms_m,y_startup_rms_m,y_gated_rms_m,y_ref_gated_rms_m,z_startup_rms_m,z_gated_rms_m,z_ref_gated_rms_m,z_peak_300_m,z_ref_startup_rms_m,roll_startup_rms_deg,roll_gated_rms_deg,pitch_startup_rms_deg,pitch_gated_rms_deg,yaw_startup_rms_deg,yaw_gated_rms_deg
OU-II,seed,on,23,jonswap_H8.500,31.8377,-0.0216869,-0.0488114,0.675446,0.655603,1.3709,0.443404,0.449707,0.834738,4.70002,0.521999,2.15464,8.61913,1.74296,0.551611,0.660117,0.31468,0.169445,5.2075,4.51433
OU-II,seed,on,23,pmstokes_H0.270,31.8377,-0.0109724,-0.0488114,0.00793113,0.0080444,0.00881326,0.0060416,0.00598933,0.00430301,0.131025,0.0183116,0.0499133,0.239473,0.0498557,0.546963,0.6464,0.0628018,0.182799,5.3952,4.39902
OU-II,seed,on,23,pmstokes_H1.500,31.8377,-0.00656493,-0.0488114,0.0777918,0.0812661,0.15315,0.0506289,0.0545641,0.0700072,1.03213,0.0967372,0.385566,1.76333,0.347642,0.551979,0.606864,0.0797145,0.217181,5.61501,5.17785
OU-II,seed,on,23,pmstokes_H4.000,31.8377,-0.00449672,-0.0488114,0.251226,0.266512,0.560845,0.176134,0.17661,0.299666,2.9904,0.24557,1.04038,4.64438,0.84498,0.528513,0.603197,0.125943,0.172767,4.6727,2.44891
OU-II,seed,on,23,pmstokes_H8.500,31.8377,-0.0205245,-0.0488114,0.74728,0.643471,1.35069,0.452652,0.436269,0.791527,4.84339,0.523268,2.16784,8.67597,1.78784,0.559025,0.682303,0.323294,0.122974,4.65499,4.02107
OU-II,seed,on,202,gerstner_H0.270,31.8377,-0.0166483,-0.0581087,0.0125321,0.0132852,0.0159078,0.00816532,0.00736005,0,0.224379,0.0221441,0.078711,0.340949,0.0788203,0.233437,0.287,0.270092,0.114685,3.42121,3.29261
OU-II,seed,on,202,gerstner_H1.500,31.8377,-0.0201721,-0.0581087,0.147596,0.128166,0.301023,0.0593583,0.0554924,0,1.51321,0.131242,0.566316,2.34133,0.567006,0.231941,0.294066,0.305886,0.112887,3.47056,3.55546
OU-II,seed,on,202,gerstner_H4.000,32.6078,-0.024261,-0.0584616,0.640403,0.448999,1.07262,0.135055,0.143892,0,3.68038,0.340426,1.46764,5.78872,1.4709,0.231285,0.296795,0.515455,0.104871,3.8147,3.8191
OU-II,seed,on,202,gerstner_H8.500,35.7334,-0.00723803,-0.0576103,2.22975,1.11721,2.55542,0.290963,0.289103,0,11.7923,0.712359,3.06514,20.2013,3.08196,0.240667,0.293112,0.992606,0.117173,4.0542,3.78959
OU-II,seed,on,202,cnoidal_H0.270,31.8377,-0.0192442,-0.0581087,0.0310985,0.0309821,0.030964,7.77942e-05,6.29369e-05,0,0.0519509,0.0521065,0.0522243,0.0898679,0.052182,0.23419,0.287353,0.27913,0.294727,1.26988,0.603404
OU-II,seed,on,202,cnoidal_H1.500,31.8377,-0.0194922,-0.0581087,0.232553,0.233165,0.230151,0.000314905,0.00028716,0,0.275124,0.274855,0.272238,0.416564,0.271661,0.233627,0.293121,0.265909,0.285596,1.49331,0.910216
OU-II,seed,on,202,cnoidal_H4.000,38.1239,-0.0363961,-0.0564207,0.675011,0.674306,0.659043,0.000797431,0.000743543,0,0.724922,0.729216,0.713867,1.06724,0.710129,0.231942,0.292495,0.50257,0.547643,2.35136,0.530632
OU-II,seed,on,202,cnoidal_H8.500,37.7489,-0.00267122,-0.056503,1.43293,1.44671,1.41758,0.000986888,0.00119125,0,1.52469,1.51127,1.47381,2.28592,1.49164,0.229077,0.301059,0.493115,0.352069,2.04567,1.19449
OU-II,seed,on,202,fenton_H0.270,31.8377,-0.0245515,-0.0581183,0.0123457,0.0132302,0.0158745,0.00864574,0.00733406,0,0.217152,0.0221227,0.078717,0.434092,0.0787619,0.232784,0.287592,0.255312,0.106137,3.60603,3.30025
OU-II,seed,on,202,fenton_H1.500,31.8377,-0.0210269,-0.0581183,0.15461,0.127073,0.299977,0.0506308,0.0558923,0,1.49185,0.130541,0.566739,2.35451,0.566402,0.231405,0.295325,0.274131,0.100129,3.54843,3.57267
OU-II,seed,on,202,fenton_H4.000,33.833,-0.0112724,-0.0577703,0.658068,0.443943,1.06918,0.168702,0.14226,0,5.1809,0.33906,1.46837,7.85631,1.471,0.235333,0.291649,0.555754,0.108055,3.70897,3.70413
OU-II,seed,on,202,fenton_H8.500,35.4784,-0.0309242,-0.0573904,2.00629,1.10203,2.5493,0.371487,0.287298,0,7.51406,0.705811,3.06624,11.4154,3.08274,0.241204,0.300694,1.04503,0.119223,3.93969,3.63484
OU-II,seed,on,202,jonswap_H0.270,31.8377,-0.0185252,-0.0581087,0.00815033,0.00821269,0.00935647,0.00652231,0.00603296,0.00416604,0.160694,0.0189017,0.0534438,0.271149,0.0544531,0.232542,0.333297,0.265617,0.141194,2.67802,2.69171
OU-II,seed,on,202,jonswap_H1.500,31.8377,-0.0185754,-0.0581087,0.0809968,0.0834168,0.164757,0.0497263,0.0544986,0.0717971,1.04536,0.0993375,0.390972,1.81199,0.352913,0.234586,0.287828,0.278263,0.11962,3.40021,4.49485
OU-II,seed,on,202,jonswap_H4.000,31.8377,-0.0184741,-0.0581087,0.239733,0.26864,0.588407,0.177709,0.170376,0.311768,2.74493,0.253144,1.04309,4.22786,0.831127,0.221366,0.290463,0.302542,0.137199,2.44268,2.29192
OU-II,seed,on,202,jonswap_H8.500,31.8377,-0.0290559,-0.0581087,0.669134,0.64528,1.3709,0.429752,0.444835,0.834738,4.98152,0.522133,2.15464,9.1026,1.74296,0.255667,0.339278,0.441682,0.181698,2.5018,3.47583
OU-II,seed,on,202,pmstokes_H0.270,31.8377,-0.0184444,-0.0581087,0.0079651,0.00792832,0.00881326,0.00645018,0.00595164,0.00430301,0.152346,0.018373,0.0499133,0.27079,0.0498557,0.232629,0.328094,0.265261,0.14676,2.54817,2.46795
OU-II,seed,on,202,pmstokes_H1.500,31.8377,-0.0139833,-0.0581087,0.0763922,0.0799722,0.15315,0.0487712,0.0539182,0.0700072,1.07306,0.0969831,0.385566,1.82493,0.347642,0.237783,0.289062,0.281937,0.13231,2.86677,4.02289
OU-II,seed,on,202,pmstokes_H4.000,31.8377,-0.0116562,-0.0581087,0.247875,0.260513,0.560845,0.177202,0.173674,0.299666,3.11097,0.249913,1.04038,4.83272,0.84498,0.216089,0.285943,0.320305,0.165653,1.82134,1.40998
OU-II,seed,on,202,pmstokes_H8.500,31.8377,-0.0278724,-0.0581087,0.741081,0.633669,1.35069,0.436881,0.432425,0.791527,5.12802,0.523036,2.16784,9.14746,1.78784,0.268808,0.360841,0.455541,0.228576,1.97888,3.00354
OU-II,seed,on,3033,gerstner_H0.270,31.8377,-0.0156724,-0.0569939,0.0128865,0.0134868,0.0159078,0.00773239,0.00728279,0,0.221219,0.0218061,0.078711,0.33611,0.0788203,0.0252543,0.0563428,0.0610424,0.242878,2.18306,2.13503
OU-II,seed,on,3033,gerstner_H1.500,31.8377,-0.0191409,-0.0569939,0.150481,0.129771,0.301023,0.0520033,0.0529176,0,1.50406,0.129127,0.566316,2.32341,0.567006,0.0307038,0.0620159,0.127212,0.250717,2.23094,1.95225
OU-II,seed,on,3033,gerstner_H4.000,32.6128,-0.0233787,-0.0573667,0.6426,0.45296,1.07262,0.123338,0.130063,0,3.64436,0.336724,1.46764,5.72943,1.4709,0.0411538,0.064617,0.517489,0.30136,2.17049,1.75973
OU-II,seed,on,3033,gerstner_H8.500,35.7334,-0.00634913,-0.0564954,2.22068,1.12456,2.55542,0.257151,0.253689,0,11.6992,0.706914,3.06514,20.065,3.08196,0.0926653,0.0658801,1.04126,0.307169,2.44259,1.7956
OU-II,seed,on,3033,cnoidal_H0.270,31.8377,-0.0182695,-0.0569939,0.0311017,0.0309844,0.030964,7.74609e-05,6.49509e-05,0,0.0519476,0.0521067,0.0522243,0.0897698,0.052182,0.0250304,0.0671223,0.0752935,0.0582741,3.67174,4.37586
OU-II,seed,on,3033,cnoidal_H1.500,31.8377,-0.018496,-0.0569939,0.232559,0.233182,0.230151,0.000420778,0.000448302,0,0.275142,0.274879,0.272238,0.416755,0.271661,0.0250668,0.0714625,0.238856,0.158946,3.58156,4.30328
OU-II,seed,on,3033,cnoidal_H4.000,38.1339,-0.0353015,-0.0553756,0.675021,0.674318,0.659043,0.00136575,0.00182251,0,0.725024,0.729277,0.713867,1.06745,0.710129,0.0244862,0.0731653,0.340974,0.303226,4.05083,4.91181
OU-II,seed,on,3033,cnoidal_H8.500,37.7239,-0.00157573,-0.0555118,1.43288,1.44665,1.41758,0.00196037,0.00219493,0,1.52479,1.51135,1.47381,2.28648,1.49164,0.0226694,0.0785764,0.452987,0.409372,4.23755,3.86436
OU-II,seed,on,3033,fenton_H0.270,31.8377,-0.0235913,-0.0570035,0.0127011,0.0134368,0.0158745,0.00794024,0.0072563,0,0.214182,0.0217883,0.078717,0.42836,0.0787619,0.0251097,0.0566957,0.0718611,0.255124,2.14944,2.11249
OU-II,seed,on,3033,fenton_H1.500,31.8377,-0.0201596,-0.0570035,0.156485,0.128577,0.299977,0.0463877,0.0533457,0,1.47672,0.128427,0.566739,2.32879,0.566402,0.0303754,0.0633713,0.169615,0.272767,2.17168,1.93813
OU-II,seed,on,3033,fenton_H4.000,37.0687,-0.0284406,-0.056512,0.662743,0.44831,1.06918,0.132455,0.129663,0,3.07385,0.334898,1.46837,5.11613,1.471,0.0658654,0.0625892,0.879533,0.305092,2.66573,1.78933
OU-II,seed,on,3033,fenton_H8.500,35.4784,-0.0298524,-0.0562756,2.03918,1.11002,2.5493,0.250788,0.258205,0,7.47029,0.700298,3.06624,11.3396,3.08274,0.0881817,0.0702673,0.967713,0.288916,2.70599,1.88118
OU-II,seed,on,3033,jonswap_H0.270,31.8377,-0.0175541,-0.0569939,0.00841074,0.00835358,0.00935647,0.00641224,0.0060237,0.00416604,0.15417,0.0187769,0.0534438,0.267669,0.0544531,0.0252452,0.111276,0.0626984,0.187213,2.57842,0.73729
OU-II,seed,on,3033,jonswap_H1.500,31.8377,-0.017664,-0.0569939,0.0820124,0.0837616,0.164757,0.0464753,0.0523961,0.0717971,1.03664,0.0973792,0.390972,1.79383,0.352913,0.0476073,0.065097,0.0882907,0.237876,2.24119,0.72878
OU-II,seed,on,3033,jonswap_H4.000,31.8377,-0.0176871,-0.0569939,0.247999,0.272944,0.588407,0.187094,0.16941,0.311768,2.71376,0.252313,1.04309,4.18248,0.831127,0.0549106,0.0789716,0.118272,0.210313,2.50899,0.960515
OU-II,seed,on,3033,jonswap_H8.500,31.8377,-0.0281063,-0.0569939,0.683078,0.64941,1.3709,0.418828,0.427567,0.834738,4.93214,0.516734,2.15464,9.01213,1.74296,0.144249,0.12051,0.314197,0.166412,2.91783,0.769518
OU-II,seed,on,3033,pmstokes_H0.270,31.8377,-0.0174752,-0.0569939,0.0081614,0.00807385,0.00881326,0.00613601,0.00592513,0.00430301,0.148017,0.0185012,0.0499133,0.266256,0.0498557,0.0251796,0.108051,0.0628174,0.181651,2.66227,0.967559
OU-II,seed,on,3033,pmstokes_H1.500,31.8377,-0.0130579,-0.0569939,0.0779348,0.0808445,0.15315,0.0461416,0.0523363,0.0700072,1.06493,0.0951101,0.385566,1.80715,0.347642,0.047415,0.0682966,0.0804029,0.215599,2.55896,0.604146
OU-II,seed,on,3033,pmstokes_H4.000,31.8377,-0.0108649,-0.0569939,0.254259,0.264392,0.560845,0.185409,0.173082,0.299666,3.07995,0.24907,1.04038,4.7878,0.84498,0.0636886,0.0781437,0.126059,0.173428,2.86719,0.404936
OU-II,seed,on,3033,pmstokes_H8.500,31.8377,-0.0269224,-0.0569939,0.755424,0.642039,1.35069,0.422411,0.415655,0.791527,5.07637,0.516792,2.16784,9.05899,1.78784,0.169951,0.143477,0.323901,0.118851,3.33714,1.03481
OU-III,deployed,off,default,gerstner_H0.270,31.8377,nan,0.0482045,0.0189486,0.0109074,0.0159078,0.0196397,0.0107511,0,0.820164,0.0137072,0.078711,1.4692,0.0788203,0.0573385,0.190607,0.157122,0.113401,2.77891,1.94641
OU-III,deployed,off,default,gerstner_H1.500,31.8377,nan,0.0482045,0.167137,0.0982939,0.301023,0.0968863,0.0830454,0,2.81572,0.0783187,0.566316,4.43037,0.567006,0.0743349,0.196189,0.184395,0.13827,2.79135,1.99422
OU-III,deployed,off,default,gerstner_H4.000,32.8928,nan,0.0480436,0.848854,0.326751,1.07262,0.260975,0.22553,0,7.22439,0.201909,1.46764,10.8075,1.4709,0.101378,0.209563,0.401783,0.106278,2.89967,1.86146
OU-III,deployed,off,default,gerstner_H8.500,36.0235,nan,0.0491264,2.3223,0.795237,2.55542,0.653295,0.475317,0,16.024,0.408057,3.06514,25.2146,3.08196,0.127313,0.204532,0.843224,0.15439,3.32561,1.9855
OU-III,deployed,off,default,cnoidal_H0.270,33.1829,nan,0.0480103,0.0445725,0.0432838,0.030964,0.0133132,0.0112241,0,0.527644,0.0262748,0.0522243,0.803168,0.052182,0.0461961,0.19746,0.163446,0.104924,2.75377,1.84962
OU-III,deployed,off,default,cnoidal_H1.500,35.8735,nan,0.0492018,0.435822,0.438292,0.230151,0.0197089,0.0220048,0,0.620105,0.374414,0.272238,1.22314,0.271661,0.0480653,0.213921,0.284178,0.893919,2.49924,3.35939
OU-III,deployed,off,default,cnoidal_H4.000,39.6393,nan,0.0497179,1.17559,1.19345,0.659043,0.035503,0.0668613,0,1.46622,1.34933,0.713867,2.9474,0.710129,0.0464026,0.185847,0.516203,2.10774,3.26982,6.67488
OU-III,deployed,off,default,cnoidal_H8.500,36.5686,nan,0.0490855,2.17764,2.28154,1.41758,0.0395756,0.0934835,0,2.95948,3.38585,1.47381,5.02244,1.49164,0.0462753,0.192058,0.533326,2.08313,2.75938,6.5092
OU-III,deployed,off,default,fenton_H0.270,31.8377,nan,0.0482048,0.0168722,0.0107737,0.0158745,0.015677,0.0106592,0,0.702166,0.0135663,0.078717,1.15956,0.0787619,0.0506124,0.191094,0.152933,0.106527,2.77172,1.92572
OU-III,deployed,off,default,fenton_H1.500,31.8377,nan,0.0482048,0.174272,0.0960004,0.299977,0.0933826,0.082527,0,2.77256,0.0767323,0.566739,4.22517,0.566402,0.0753448,0.197082,0.196019,0.128587,2.79276,1.96068
OU-III,deployed,off,default,fenton_H4.000,32.5027,nan,0.048022,0.788464,0.320289,1.06918,0.239357,0.227428,0,7.09997,0.197848,1.46837,10.8899,1.471,0.0943536,0.203192,0.374914,0.151696,2.82777,2.00667
OU-III,deployed,off,default,fenton_H8.500,35.1533,nan,0.0490263,2.41112,0.777417,2.5493,0.57783,0.47261,0,15.4478,0.399361,3.06624,24.628,3.08274,0.157207,0.222151,0.680914,0.121203,2.97268,1.89235
OU-III,deployed,off,default,jonswap_H0.270,31.8377,nan,0.0482045,0.013503,0.00912932,0.00935647,0.0139647,0.00908385,0.00416604,0.707749,0.0114735,0.0534438,1.30417,0.0544531,0.0470056,0.307663,0.154949,0.120979,2.70292,0.493595
OU-III,deployed,off,default,jonswap_H1.500,31.8377,nan,0.0482045,0.0847947,0.0692881,0.164757,0.0669705,0.0617621,0.0717971,1.83118,0.0614892,0.390972,2.87903,0.352913,0.0794736,0.169567,0.165987,0.118796,2.81442,0.386553
OU-III,deployed,off,default,jonswap_H4.000,31.8377,nan,0.0482045,0.281555,0.233528,0.588407,0.20632,0.173236,0.311768,4.23592,0.160708,1.04309,6.39864,0.831127,0.0792792,0.222908,0.225628,0.130761,2.75594,0.814548
OU-III,deployed,off,default,jonswap_H8.500,31.8377,nan,0.0482045,1.08282,0.524166,1.3709,0.546498,0.409659,0.834738,8.97927,0.315284,2.15464,14.7699,1.74296,0.189675,0.289478,0.550537,0.14502,3.52215,0.330434
OU-III,deployed,off,default,pmstokes_H0.270,31.8377,nan,0.0482045,0.0136684,0.00917349,0.00881326,0.0137742,0.00901439,0.00430301,0.734842,0.0113752,0.0499133,1.33636,0.0498557,0.0471332,0.31275,0.155246,0.119835,2.69488,0.659383
OU-III,deployed,off,default,pmstokes_H1.500,31.8377,nan,0.0482045,0.07971,0.0669353,0.15315,0.0645346,0.0585484,0.0700072,1.63952,0.0603526,0.385566,2.49558,0.347642,0.0796949,0.169937,0.167634,0.119193,2.77236,0.243761
OU-III,deployed,off,default,pmstokes_H4.000,31.8377,nan,0.0482045,0.293746,0.226605,0.560845,0.204867,0.16648,0.299666,3.80067,0.158208,1.04038,5.67968,0.84498,0.0890685,0.207219,0.253065,0.129805,2.56516,0.601711
OU-III,deployed,off,default,pmstokes_H8.500,31.8377,nan,0.0482045,1.17809,0.527052,1.35069,0.610413,0.390472,0.791527,8.17689,0.314745,2.16784,12.8258,1.78784,0.24832,0.327536,0.522973,0.146502,3.76572,0.29665
OU-III,deployed,off,11,gerstner_H0.270,31.8377,nan,-0.0240258,0.0104709,0.0105901,0.0159078,0.0123277,0.0098348,0,0.233818,0.0131737,0.078711,0.382301,0.0788203,0.321298,0.204739,0.210287,0.144931,3.22948,3.77533
OU-III,deployed,off,11,gerstner_H1.500,31.8377,nan,-0.0240258,0.172564,0.0974126,0.301023,0.0941066,0.0806279,0,1.39256,0.0726403,0.566316,2.23856,0.567006,0.341679,0.196775,0.252567,0.192105,3.27131,3.86855
OU-III,deployed,off,11,gerstner_H4.000,35.7534,nan,-0.0236822,0.818401,0.320439,1.07262,0.238879,0.2142,0,3.59568,0.188824,1.46764,5.34671,1.4709,0.369675,0.19502,0.556543,0.214257,3.57963,3.88516
OU-III,deployed,off,11,gerstner_H8.500,35.8134,nan,-0.0236467,2.44281,0.78474,2.55542,0.596521,0.43674,0,8.12847,0.395073,3.06514,12.6796,3.08196,0.404633,0.204699,0.896485,0.204878,3.71498,3.8456
OU-III,deployed,off,11,cnoidal_H0.270,31.8377,nan,-0.0240258,0.0463929,0.0431981,0.030964,0.0124514,0.0107444,0,0.226195,0.0259684,0.0522243,0.352724,0.052182,0.317806,0.200902,0.21072,0.145901,3.19288,3.72654
OU-III,deployed,off,11,cnoidal_H1.500,34.9933,nan,-0.0236104,0.438763,0.437946,0.230151,0.016426,0.023241,0,0.435805,0.374558,0.272238,0.985158,0.271661,0.321384,0.180443,0.320135,0.972943,2.90054,5.07953
OU-III,deployed,off,11,cnoidal_H4.000,38.8991,nan,-0.0232109,1.17925,1.20057,0.659043,0.0296023,0.0793037,0,1.16081,1.3493,0.713867,2.07576,0.710129,0.320639,0.198811,0.546107,2.14236,3.6025,7.97311
OU-III,deployed,off,11,cnoidal_H8.500,37.0587,nan,-0.0235439,2.18604,2.26906,1.41758,0.0348347,0.110051,0,2.86425,3.38588,1.47381,6.09451,1.49164,0.320317,0.179316,0.551508,2.12464,3.62123,8.04557
OU-III,deployed,off,11,fenton_H0.270,31.8377,nan,-0.0240354,0.0105196,0.0104718,0.0158745,0.0124149,0.00979264,0,0.240252,0.0130611,0.078717,0.409451,0.0787619,0.321391,0.205337,0.211531,0.148744,3.23542,3.78276
OU-III,deployed,off,11,fenton_H1.500,31.8377,nan,-0.0240354,0.173107,0.0957174,0.299977,0.094506,0.0807716,0,1.38097,0.0711999,0.566739,2.23473,0.566402,0.339949,0.197314,0.263463,0.195878,3.30857,3.87737
OU-III,deployed,off,11,fenton_H4.000,34.2081,nan,-0.0239491,0.774121,0.313838,1.06918,0.225204,0.210365,0,3.63327,0.185827,1.46837,5.38322,1.471,0.36228,0.19949,0.377013,0.187402,3.2475,3.83695
OU-III,deployed,off,11,fenton_H8.500,35.3433,nan,-0.0233047,2.37651,0.766652,2.5493,0.516578,0.443073,0,8.3644,0.385862,3.06624,12.4391,3.08274,0.392306,0.195265,0.718537,0.232867,3.41858,3.90979
OU-III,deployed,off,11,jonswap_H0.270,31.8377,nan,-0.0240258,0.00837311,0.00876569,0.00935647,0.0097411,0.00842714,0.00416604,0.184612,0.0113303,0.0534438,0.290198,0.0544531,0.316134,0.129822,0.20827,0.15275,3.04121,2.43819
OU-III,deployed,off,11,jonswap_H1.500,31.8377,nan,-0.0240258,0.0867151,0.0716456,0.164757,0.0663474,0.0592084,0.0717971,0.889768,0.0575635,0.390972,1.46753,0.352913,0.32785,0.212525,0.227514,0.16164,3.19917,3.46847
OU-III,deployed,off,11,jonswap_H4.000,31.8377,nan,-0.0240258,0.263925,0.217431,0.588407,0.206161,0.177353,0.311768,2.09809,0.15079,1.04309,3.14237,0.831127,0.35097,0.175785,0.28522,0.169796,3.15403,2.16704
OU-III,deployed,off,11,jonswap_H8.500,31.8377,nan,-0.0240258,1.00004,0.547813,1.3709,0.52065,0.347768,0.834738,4.54966,0.304896,2.15464,7.37447,1.74296,0.388791,0.145822,0.546992,0.176195,2.90415,3.23464
OU-III,deployed,off,11,pmstokes_H0.270,31.8377,nan,-0.0240258,0.00853376,0.00885887,0.00881326,0.00971429,0.00838997,0.00430301,0.183217,0.0112056,0.0499133,0.29452,0.0498557,0.316073,0.127622,0.208318,0.158497,3.0481,2.5638
OU-III,deployed,off,11,pmstokes_H1.500,31.8377,nan,-0.0240258,0.081119,0.0693954,0.15315,0.0648801,0.0570064,0.0700072,0.793956,0.0571879,0.385566,1.2654,0.347642,0.327691,0.212688,0.229532,0.156586,3.18335,3.26447
OU-III,deployed,off,11,pmstokes_H4.000,31.8377,nan,-0.0240258,0.285304,0.212087,0.560845,0.206952,0.17599,0.299666,1.89098,0.150628,1.04038,2.85325,0.84498,0.352658,0.185933,0.309128,0.167805,3.11972,2.42178
OU-III,deployed,off,11,pmstokes_H8.500,31.8377,nan,-0.0240258,1.11884,0.548297,1.35069,0.608141,0.330411,0.791527,4.1958,0.30841,2.16784,6.37217,1.78784,0.416466,0.13163,0.531989,0.167387,2.97283,3.0008
OU-III,deployed,off,23,gerstner_H0.270,31.8377,nan,-0.0488114,0.0110222,0.0105227,0.0159078,0.014046,0.00986101,0,0.465875,0.0130971,0.078711,0.677335,0.0788203,0.532718,0.6569,0.0670453,0.123615,3.14844,2.71452
OU-III,deployed,off,23,gerstner_H1.500,31.8377,nan,-0.0488114,0.171652,0.0963382,0.301023,0.0924532,0.0796677,0,2.78204,0.0735865,0.566316,4.42159,0.567006,0.549588,0.682581,0.131676,0.0902802,3.10426,2.67848
OU-III,deployed,off,23,gerstner_H4.000,32.7178,nan,-0.0490375,0.811574,0.318103,1.07262,0.210345,0.205326,0,7.18835,0.192311,1.46764,10.9299,1.4709,0.549772,0.692666,0.379724,0.0727382,3.0794,2.67181
OU-III,deployed,off,23,gerstner_H8.500,35.7434,nan,-0.0483697,2.43613,0.781995,2.55542,0.504808,0.407078,0,16.0271,0.404109,3.06514,25.2625,3.08196,0.543465,0.682389,0.825231,0.108359,3.25382,2.73857
OU-III,deployed,off,23,cnoidal_H0.270,31.8377,nan,-0.0488114,0.0457885,0.0429128,0.030964,0.0147591,0.0107768,0,0.465376,0.0261398,0.0522243,0.745015,0.052182,0.531142,0.665023,0.0781935,0.134454,3.23139,2.85516
OU-III,deployed,off,23,cnoidal_H1.500,31.8377,nan,-0.0488114,0.442423,0.438872,0.230151,0.0443425,0.0348715,0,0.65989,0.374549,0.272238,1.17459,0.271661,0.536611,0.666175,0.262414,0.723449,3.77428,2.15199
OU-III,deployed,off,23,cnoidal_H4.000,38.6441,nan,-0.0473587,1.18603,1.20947,0.659043,0.102314,0.0570195,0,1.3673,1.34835,0.713867,2.56422,0.710129,0.520662,0.599044,0.43833,1.87274,4.34969,2.84183
OU-III,deployed,off,23,cnoidal_H8.500,37.1687,nan,-0.0481756,2.19018,2.27835,1.41758,0.155065,0.0951423,0,3.08914,3.37937,1.47381,6.58149,1.49164,0.518784,0.593641,0.553388,1.84128,4.46661,2.92317
OU-III,deployed,off,23,fenton_H0.270,31.8377,nan,-0.048821,0.0115971,0.0104099,0.0158745,0.0149448,0.00982082,0,0.528086,0.012987,0.078717,1.03787,0.0787619,0.53274,0.655934,0.0628534,0.116951,3.13685,2.697
OU-III,deployed,off,23,fenton_H1.500,31.8377,nan,-0.048821,0.172316,0.0947098,0.299977,0.0914303,0.0798422,0,2.78927,0.0721528,0.566739,4.5059,0.566402,0.552477,0.681428,0.147608,0.0842577,3.07033,2.6603
OU-III,deployed,off,23,fenton_H4.000,33.738,nan,-0.0485361,0.793431,0.311357,1.06918,0.212166,0.202495,0,7.28229,0.189485,1.46837,11.0805,1.471,0.545833,0.68596,0.342712,0.113021,3.20304,2.74344
OU-III,deployed,off,23,fenton_H8.500,35.4234,nan,-0.0480389,2.31789,0.765391,2.5493,0.447228,0.408508,0,16.1585,0.395448,3.06624,24.9324,3.08274,0.538507,0.697399,0.63836,0.0802624,3.2442,2.59002
OU-III,deployed,off,23,jonswap_H0.270,31.8377,nan,-0.0488114,0.00901995,0.00878748,0.00935647,0.0123449,0.00824865,0.00416604,0.386649,0.010956,0.0534438,0.573473,0.0544531,0.533269,0.777285,0.064357,0.120353,3.16926,1.89798
OU-III,deployed,off,23,jonswap_H1.500,31.8377,nan,-0.0488114,0.0822269,0.068176,0.164757,0.0743253,0.0629935,0.0717971,1.79473,0.0583633,0.390972,2.86184,0.352913,0.556843,0.660853,0.0913189,0.115678,3.2194,2.40838
OU-III,deployed,off,23,jonswap_H4.000,31.8377,nan,-0.0488114,0.278763,0.225872,0.588407,0.170181,0.162861,0.311768,4.22807,0.154111,1.04309,6.31862,0.831127,0.556004,0.703876,0.173282,0.113369,2.90232,0.720109
OU-III,deployed,off,23,jonswap_H8.500,31.8377,nan,-0.0488114,0.948706,0.501426,1.3709,0.62355,0.409842,0.834738,9.07264,0.305701,2.15464,14.597,1.74296,0.541875,0.769692,0.483822,0.122056,4.09262,2.54751
OU-III,deployed,off,23,pmstokes_H0.270,31.8377,nan,-0.0488114,0.00915688,0.00890142,0.00881326,0.0123753,0.00819977,0.00430301,0.383521,0.0108603,0.0499133,0.58711,0.0498557,0.533096,0.780994,0.0641573,0.116819,3.17104,1.90634
OU-III,deployed,off,23,pmstokes_H1.500,31.8377,nan,-0.0488114,0.0777893,0.0659313,0.15315,0.0720108,0.0606718,0.0700072,1.59604,0.0579524,0.385566,2.46542,0.347642,0.556546,0.657755,0.0882041,0.12295,3.21173,2.4411
OU-III,deployed,off,23,pmstokes_H4.000,31.8377,nan,-0.0488114,0.30125,0.221404,0.560845,0.174908,0.162472,0.299666,3.8143,0.153771,1.04038,5.60108,0.84498,0.557417,0.682728,0.201914,0.107419,2.83766,0.49557
OU-III,deployed,off,23,pmstokes_H8.500,31.8377,nan,-0.0488114,1.05745,0.49823,1.35069,0.719787,0.403865,0.791527,8.3281,0.308945,2.16784,12.5953,1.78784,0.555638,0.808296,0.481101,0.135436,4.11022,2.76569
OU-III,deployed,off,202,gerstner_H0.270,31.8377,nan,-0.0581087,0.0110011,0.0106147,0.0159078,0.0119583,0.00970251,0,0.56964,0.013269,0.078711,0.84203,0.0788203,0.225045,0.347099,0.255967,0.188913,0.185249,0.888657
OU-III,deployed,off,202,gerstner_H1.500,31.8377,nan,-0.0581087,0.174186,0.0979709,0.301023,0.0951553,0.0764015,0,3.28371,0.0732792,0.566316,5.2072,0.567006,0.234656,0.365589,0.296714,0.236982,0.314544,0.994238
OU-III,deployed,off,202,gerstner_H4.000,33.4829,nan,-0.058146,0.873633,0.322414,1.07262,0.234309,0.193775,0,8.50375,0.190668,1.46764,13.0222,1.4709,0.237898,0.37346,0.54257,0.277474,0.985121,1.04987
OU-III,deployed,off,202,gerstner_H8.500,35.7084,nan,-0.0575635,2.48144,0.789838,2.55542,0.550723,0.376758,0,18.8981,0.40146,3.06514,29.771,3.08196,0.250841,0.363704,0.894324,0.239947,1.64863,0.954188
