arm,record,seed,gate,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,disp_z_rms_m,disp_3d_rms_m,disp_z_pct_hs,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,tau_applied_s,sigma_applied_mps2
sga_0.5,pmstokes_H8.500,3,FAIL,0.198494628,0.298307955,2.5375061,0.318852365,1.22702563,3.75120425,0.0363592841,0.000348191592,4.10334301,1.49589336
sga_0.5,pmstokes_H8.500,4,FAIL,0.578951538,0.38609606,1.80289853,0.341162145,1.21382666,4.01367235,0.106896915,0.000238103312,4.10386848,1.48797488
sga_0.5,pmstokes_H8.500,5,FAIL,0.301119417,0.450062335,5.87245941,0.318176776,1.22714055,3.74325609,0.0834323689,0.000186049409,4.10165882,1.49425924
sga_0.71,jonswap_H0.270,1,FAIL,0.265734881,0.495534986,3.46871662,0.0117449602,0.0585962273,4.34998512,0.0862503871,0.000242112932,1.2979629,0.350299329
sga_0.71,jonswap_H0.270,2,FAIL,0.332127273,0.204302996,4.04611349,0.0138709005,0.0563624166,5.13737059,0.0595482066,0.000238809822,1.28338206,0.351867527
sga_0.71,jonswap_H0.270,3,FAIL,0.185925797,0.216231823,5.09310198,0.0118598556,0.0557406805,4.39253902,0.0366187356,0.000223031922,1.25628102,0.361486852
sga_0.71,jonswap_H0.270,4,FAIL,0.310844809,0.27509439,2.43901372,0.0124759395,0.0556670167,4.620718,0.0631486252,0.000219282534,1.26532924,0.350926667
sga_0.71,jonswap_H0.270,5,FAIL,0.337413996,0.393592656,5.81851435,0.0118660973,0.0565640889,4.39485073,0.0849119276,0.000204413605,1.25790656,0.351814181
sga_0.71,jonswap_H1.500,1,FAIL,0.244341493,0.483787894,3.26880312,0.0586915985,0.267438889,3.91277313,0.0796100348,0.000246812153,2.18100834,0.725073874
sga_0.71,jonswap_H1.500,2,FAIL,0.418142617,0.227985397,2.81774139,0.0670694262,0.258434772,4.47129488,0.0732545331,0.000247345684,2.18478942,0.726248801
sga_0.71,jonswap_H1.500,3,FAIL,0.229012564,0.262936413,3.4077816,0.0576585606,0.255226731,3.84390378,0.0448764116,0.000233023355,2.17850184,0.729600251
sga_0.71,jonswap_H1.500,4,FAIL,0.382667005,0.315843105,1.56833267,0.0606086291,0.252835125,4.04057503,0.0757030025,0.000195688786,2.18348646,0.705704868
sga_0.71,jonswap_H1.500,5,FAIL,0.286549687,0.432137012,6.29788733,0.0560156927,0.25616765,3.73437929,0.0839388222,0.000199340706,2.1777575,0.720317721
sga_0.71,jonswap_H4.000,1,FAIL,0.372650892,0.468694121,2.2504766,0.155343533,0.724827766,3.88358831,0.0860416144,0.000246045965,3.58995557,1.12531114
sga_0.71,jonswap_H4.000,2,FAIL,0.260982513,0.263454318,3.42532039,0.170119911,0.715762973,4.25299788,0.0509952717,0.000235650514,3.59055161,1.12450373
sga_0.71,jonswap_H4.000,3,FAIL,0.182557493,0.330575705,4.5009985,0.152330369,0.690896451,3.80825925,0.0478925444,0.000237405417,3.58910298,1.12369895
sga_0.71,jonswap_H4.000,4,FAIL,0.274528801,0.355748922,1.86614656,0.164667785,0.711993575,4.11669445,0.0642234683,0.000166962418,3.59000444,1.12445807
sga_0.71,jonswap_H4.000,5,FAIL,0.361687481,0.428773463,3.17316318,0.151330516,0.721560359,3.78326297,0.0944478437,0.000314574922,3.58899474,1.12265122
sga_0.71,jonswap_H8.500,1,FAIL,0.326404124,0.507420301,3.08345032,0.345456481,1.34195149,4.06419373,0.0882775411,0.000235310115,4.22194338,1.42213702
sga_0.71,jonswap_H8.500,2,FAIL,0.330779046,0.234879926,2.70233774,0.340919614,1.23257792,4.01081896,0.0545596369,0.000243681992,4.22111464,1.41873169
sga_0.71,jonswap_H8.500,3,FAIL,0.190070853,0.310923904,2.77770615,0.334801435,1.28337491,3.93884039,0.039713949,0.000255216146,4.22255135,1.41927826
sga_0.71,jonswap_H8.500,4,FAIL,0.330398768,0.294381976,1.50722563,0.345742673,1.30458295,4.06756067,0.0619873069,0.000163261953,4.22084951,1.41782928
sga_0.71,jonswap_H8.500,5,FAIL,0.32330355,0.399089932,5.63744354,0.318147957,1.31510341,3.74291706,0.0839406624,0.000226026226,4.22343445,1.41919327
sga_0.71,pmstokes_H0.270,1,FAIL,0.259550065,0.504216313,3.20357251,0.0117670484,0.0574655347,4.35816574,0.0870306492,0.000239698507,1.18999803,0.396765739
sga_0.71,pmstokes_H0.270,2,FAIL,0.344132006,0.198145747,4.00011635,0.0131424274,0.0548999794,4.86756563,0.0608476363,0.000237777349,1.17476964,0.395676285
sga_0.71,pmstokes_H0.270,3,FAIL,0.191270947,0.219819605,4.80021811,0.0115733743,0.0541327745,4.28643465,0.0377973802,0.000226058997,1.14895809,0.385182202
sga_0.71,pmstokes_H0.270,4,FAIL,0.323970139,0.252605379,2.34062719,0.0122904265,0.0542736799,4.55200958,0.0627170354,0.000227962475,1.1575098,0.397553384
sga_0.71,pmstokes_H0.270,5,FAIL,0.322927564,0.36929664,5.11331797,0.0118288938,0.0549835563,4.38107157,0.0806188062,0.000212394982,1.14930069,0.397042245
sga_0.71,pmstokes_H1.500,1,FAIL,0.259066492,0.51928705,3.22877479,0.0578593984,0.25779146,3.85729313,0.0860522315,0.000243781309,2.04409766,0.791541398
sga_0.71,pmstokes_H1.500,2,FAIL,0.383392692,0.19928062,2.84467316,0.0610256083,0.241641536,4.06837368,0.06479197,0.000251996331,2.04525042,0.790915489
sga_0.71,pmstokes_H1.500,3,FAIL,0.209560201,0.22867237,3.21063757,0.0552868918,0.242420495,3.68579268,0.0377159715,0.000230263162,2.04276919,0.790095568
sga_0.71,pmstokes_H1.500,4,FAIL,0.347397476,0.282130033,1.71099758,0.0579273961,0.240460634,3.86182618,0.066541478,0.00021094257,2.04334545,0.791755617
sga_0.71,pmstokes_H1.500,5,FAIL,0.321752876,0.391981721,6.01963568,0.0538762659,0.24371624,3.59175086,0.0826244876,0.000197615576,2.04234433,0.789882421
sga_0.71,pmstokes_H4.000,1,FAIL,0.369480222,0.555076122,2.30719686,0.157935634,0.702432871,3.94839096,0.0981556252,0.000247066608,3.28950691,1.12080824
sga_0.71,pmstokes_H4.000,2,FAIL,0.278529644,0.205408499,3.56544566,0.162853986,0.665861011,4.07134962,0.0450781062,0.000239355431,3.29101133,1.12507129
sga_0.71,pmstokes_H4.000,3,FAIL,0.185639754,0.237398461,4.39842176,0.150589183,0.644440591,3.7647295,0.0327046104,0.000247051124,3.29030442,1.12649322
sga_0.71,pmstokes_H4.000,4,FAIL,0.243109986,0.284406364,1.89084482,0.157118589,0.668505132,3.92796469,0.0488557704,0.000205352044,3.29041028,1.12568247
sga_0.71,pmstokes_H4.000,5,FAIL,0.423479766,0.336392611,2.8935926,0.14385739,0.674520671,3.59643483,0.0902945623,0.000246381183,3.29185557,1.12286091
