scenario,candidate,moment_horizon_periods,log_smoothing_periods,sigma_var_k_periods,seed,disp_z_rms_m,disp_3d_rms_m,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,wave_period_s,period_s,tau_applied_s,sigma_applied_mps2,accel_variance_m2ps4,seg_start_disp_z_rms_m,seg_blend_disp_z_rms_m,seg_recover_disp_z_rms_m,seg_end_disp_z_rms_m
transition,baseline,8,0.50,2,1,0.182840452,0.481458068,0.213823438,0.139892712,3.16038656,8.00229073,3.00984716,4.00945187,0.612587035,0.458247095,0.0771519169,0.23969841,0.188252419,0.204197496
transition,baseline,8,0.50,2,2,0.201766193,0.464854419,0.171936095,0.603846431,3.48115158,7.99145603,3.05164194,4.00386,0.612150669,0.462373257,0.0692629293,0.24552004,0.19331409,0.237894669
transition,baseline,8,0.50,2,3,0.181845292,0.517014086,0.481766254,0.209490433,2.51077771,7.99750376,2.8693521,4.00721073,0.609315872,0.459101915,0.0689804256,0.247258544,0.197559044,0.198798507
transition,baseline,8,0.50,2,4,0.191507101,0.497272193,0.205046594,0.258761853,4.90882444,7.9935956,2.96246934,4.00544357,0.612869024,0.457668096,0.0692869872,0.253427744,0.25595665,0.196928248
transition,baseline,8,0.50,2,5,0.175049573,0.466316849,0.309066892,0.259234875,0.528604805,7.99729013,3.08476591,4.00669765,0.612077832,0.461654872,0.0765335709,0.235915124,0.165502042,0.196440548
transition,baseline,8,0.50,2,6,0.20223625,0.456603497,0.594498038,0.274119467,3.20044446,8.0,2.97952223,4.00850058,0.61184895,0.457494855,0.0740127191,0.247066751,0.238308981,0.225488693
transition,baseline,8,0.50,2,7,0.21460101,0.503504753,0.0724873021,0.139668092,1.51401949,7.9999218,2.78755307,4.00854635,0.593075633,0.459092498,0.0710284859,0.243396103,0.192156166,0.261399359
transition,baseline,8,0.50,2,8,0.19007431,0.47170189,0.215518832,0.237880632,1.3963846,8.00201035,2.77370429,4.00946331,0.59268868,0.457931668,0.0682459846,0.232615307,0.19977811,0.218846872
transition,baseline,8,0.50,2,9,0.182379335,0.488259405,0.398942709,0.409817666,5.78169966,7.99975586,2.82543826,4.00847387,0.592628956,0.458521128,0.0729290247,0.227329776,0.231346309,0.195399359
transition,baseline,8,0.50,2,10,0.19127591,0.509145856,0.492743582,0.25208205,1.42057478,7.99572277,2.84487963,4.00582743,0.593615651,0.460772574,0.0710940361,0.236724034,0.221969023,0.213134527
transition,joint_log_005,4,0.05,4,1,0.177667215,0.477884173,0.214097902,0.141291648,3.15600204,7.891119,3.00984716,3.95600653,0.611891866,0.468751699,0.0758899301,0.210784674,0.187984526,0.203858018
transition,joint_log_005,4,0.05,4,2,0.196254537,0.460285157,0.171505317,0.607022166,3.48924541,7.89245892,3.05164194,3.94488668,0.611173153,0.47258687,0.0675658211,0.216593161,0.187042177,0.237754032
transition,joint_log_005,4,0.05,4,3,0.177253708,0.521407962,0.483285904,0.211940378,2.51908183,7.88437176,2.8693521,3.94884396,0.60836482,0.469637007,0.0679905191,0.216648549,0.196809411,0.20051752
transition,joint_log_005,4,0.05,4,4,0.188949525,0.496282607,0.204275772,0.255285323,4.90018702,7.88202047,2.96246934,3.94370079,0.61194855,0.46802941,0.0689935088,0.231185853,0.261264443,0.19752039
transition,joint_log_005,4,0.05,4,5,0.168800279,0.46041739,0.308223069,0.262047827,0.531662643,7.89581442,3.08476591,3.94938326,0.610888422,0.471463352,0.0751488954,0.200578794,0.163689896,0.196676299
transition,joint_log_005,4,0.05,4,6,0.1969188,0.453922123,0.595625103,0.270985603,3.20692825,7.88295794,2.97952223,3.95046496,0.611075461,0.467878222,0.0730652288,0.220029309,0.233899057,0.224899918
transition,joint_log_005,4,0.05,4,7,0.212827548,0.495478809,0.0721811727,0.140925512,1.50855136,7.89207125,2.78755307,3.95001364,0.59154588,0.469329029,0.0697327033,0.221476436,0.194748878,0.263503224
transition,joint_log_005,4,0.05,4,8,0.187268749,0.463953674,0.214748442,0.23991546,1.39137399,7.88726902,2.77370429,3.95236659,0.591376483,0.468540877,0.0675217211,0.200268269,0.203281909,0.2219868
transition,joint_log_005,4,0.05,4,9,0.175373122,0.486738443,0.398029149,0.407655299,5.77603006,7.88951826,2.82543826,3.94821,0.590749919,0.468180627,0.072686635,0.194096088,0.226088181,0.193696409
transition,joint_log_005,4,0.05,4,10,0.185457423,0.500318766,0.491892904,0.253586322,1.42767406,7.89549255,2.84487963,3.94747758,0.591832995,0.47062692,0.0699815452,0.203499362,0.224838749,0.211257786
transition,joint_log_010,4,0.10,4,1,0.177568227,0.479478061,0.21407558,0.14115335,3.15641284,7.89193583,3.00984716,3.9721992,0.611850977,0.468673408,0.0759893283,0.210350096,0.188111722,0.203745857
transition,joint_log_010,4,0.10,4,2,0.196160138,0.461366951,0.171517283,0.606842756,3.4887929,7.88350868,3.05164194,3.9596858,0.611147821,0.47252056,0.0678180158,0.215773717,0.186969995,0.237772524
transition,joint_log_010,4,0.10,4,3,0.176891893,0.523326039,0.483276993,0.211757362,2.51846385,7.88192654,2.8693521,3.96452713,0.608360231,0.469554722,0.0681608394,0.215881214,0.196768552,0.200046673
transition,joint_log_010,4,0.10,4,4,0.18894735,0.497708529,0.204340249,0.255492449,4.90072489,7.87617636,2.96246934,3.95880365,0.611908674,0.467928797,0.0691223219,0.230896756,0.262012094,0.197301865
transition,joint_log_010,4,0.10,4,5,0.168677062,0.461594403,0.308263421,0.261851341,0.531529188,7.88901234,3.08476591,3.9646101,0.610858917,0.471388787,0.0752865747,0.200137034,0.1633735,0.196624547
transition,joint_log_010,4,0.10,4,6,0.196926206,0.455404162,0.595628738,0.271171093,3.20652652,7.88240194,2.97952223,3.9663353,0.611027837,0.467792779,0.0731798634,0.219381452,0.234258875,0.224970356
transition,joint_log_010,4,0.10,4,7,0.213037491,0.497102559,0.0721825436,0.140799791,1.50895798,7.88759422,2.78755307,3.96551991,0.591576695,0.46923852,0.0698548034,0.220703274,0.194371372,0.264114022
transition,joint_log_010,4,0.10,4,8,0.187437668,0.4654724,0.214823946,0.239718661,1.39180934,7.88647175,2.77370429,3.96823215,0.591415405,0.468453974,0.0676848367,0.199255705,0.203747272,0.222403005
transition,joint_log_010,4,0.10,4,9,0.174946457,0.488538086,0.398048609,0.407752842,5.77637291,7.88417625,2.82543826,3.96350336,0.590775609,0.468084067,0.0727583691,0.192809105,0.226316646,0.193147048
transition,joint_log_010,4,0.10,4,10,0.185264885,0.50169909,0.491914392,0.253498375,1.42725992,7.88738346,2.84487963,3.96245718,0.591863394,0.470547885,0.0701282769,0.203010708,0.224815309,0.211011216
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,baseline,8,0.50,2,1,0.0115940152,0.026602393,0.197711095,0.105930507,2.2417624,2.63515806,1.61891067,1.31344807,0.390275538,0.206466168,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,baseline,8,0.50,2,2,0.0131151108,0.0277880821,0.203934819,0.6132074,4.6866312,2.58861256,1.62367296,1.29279733,0.396398723,0.208073094,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,baseline,8,0.50,2,3,0.01198004,0.0285501927,0.430784762,0.222693413,4.70528173,2.53768587,1.63657033,1.26646101,0.400003761,0.207700402,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,baseline,8,0.50,2,4,0.0117388591,0.0272546764,0.213511363,0.242771149,4.49784994,2.55478954,1.62156677,1.27559531,0.395727873,0.207830176,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,baseline,8,0.50,2,5,0.0119741326,0.0267044939,0.326298863,0.267017782,0.974016666,2.53988528,1.61935377,1.2676841,0.392683148,0.207885891,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,baseline,8,0.50,2,6,0.0126067465,0.0264241453,0.551622808,0.277287006,3.72489309,2.55037928,1.61947632,1.27235627,0.391676396,0.206955463,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,baseline,8,0.50,2,7,0.01278402,0.0280237515,0.0843849406,0.118071504,0.447609544,2.62711883,1.66903961,1.31284177,0.398800045,0.205966428,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,baseline,8,0.50,2,8,0.0120680928,0.0263492707,0.217083216,0.263341129,2.0688405,2.55746794,1.66919208,1.27602911,0.40075767,0.206904486,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,baseline,8,0.50,2,9,0.0115231387,0.0269766711,0.412420869,0.417626441,5.07202911,2.5306356,1.68129945,1.26319921,0.401835322,0.208017662,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,baseline,8,0.50,2,10,0.0120600378,0.026853282,0.512490273,0.23430641,2.22042918,2.56050682,1.64831293,1.27825296,0.400738955,0.208081126,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,1,0.0115194675,0.0265007243,0.197809637,0.105659977,2.2419436,2.64042473,1.61891067,1.32128668,0.368801624,0.189127028,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,2,0.0130622284,0.0276996531,0.203839153,0.613883078,4.68829393,2.59460044,1.62367296,1.29179001,0.374979556,0.190967262,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,3,0.0118989795,0.0284674447,0.430892974,0.222631186,4.70525265,2.54543066,1.63657033,1.27120614,0.379050106,0.191052958,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,4,0.0116487192,0.027175162,0.213384062,0.242782936,4.49754763,2.56421304,1.62156677,1.27802312,0.37476486,0.19127807,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,5,0.0118884649,0.0265613683,0.326229125,0.266994447,0.974136412,2.54502273,1.61935377,1.27119505,0.3717058,0.19110316,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,6,0.0125355804,0.0262983982,0.551642418,0.277583987,3.72442126,2.55767751,1.61947632,1.27858365,0.370968759,0.19047603,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,7,0.0127006974,0.0279055145,0.0844540447,0.118107118,0.447597682,2.62171674,1.66903961,1.31042027,0.378041834,0.18947199,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,8,0.0120129157,0.0262353327,0.216994494,0.263751626,2.06780505,2.56170917,1.66919208,1.28041673,0.379969239,0.190572634,nan,nan,nan,nan
